,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1003.0,35.0,36.4,1.4,11.0,4.24,300.0,8.0,309.3,322.8,310.1
1,1000.0,56.0,34.8,0.8,12.0,4.07,310.0,6.0,307.9,320.9,308.7
2,996.0,92.0,33.6,-0.4,11.0,3.75,312.0,7.0,307.1,319.0,307.8
3,980.0,238.0,32.5,-0.7,12.0,3.72,320.0,10.0,307.4,319.3,308.1
4,976.0,275.0,32.2,-0.8,12.0,3.71,326.0,9.0,307.5,319.3,308.2
5,970.0,330.0,32.8,-2.2,10.0,3.37,336.0,8.0,308.6,319.5,309.2
6,925.0,755.0,29.8,-3.2,12.0,3.28,50.0,1.0,309.8,320.4,310.4
7,919.0,812.0,29.3,-3.4,12.0,3.26,85.0,1.0,309.8,320.4,310.4
8,850.0,1497.0,22.8,-5.2,15.0,3.07,155.0,7.0,310.0,320.0,310.6
9,797.0,2051.0,17.6,-4.8,21.0,3.37,180.0,10.0,310.2,321.1,310.9
10,793.0,2095.0,17.2,-4.8,22.0,3.39,183.0,10.0,310.2,321.2,310.9
11,765.0,2397.0,14.8,-4.0,27.0,3.74,205.0,12.0,310.9,323.0,311.6
12,721.0,2895.0,10.9,-2.7,38.0,4.38,215.0,23.0,311.9,326.0,312.8
13,700.0,3144.0,9.0,-2.0,46.0,4.74,210.0,23.0,312.4,327.6,313.3
14,589.0,4538.0,-4.3,-5.8,89.0,4.23,206.0,35.0,312.8,326.4,313.6
15,579.0,4672.0,-5.1,-9.7,70.0,3.18,205.0,36.0,313.3,323.8,313.9
16,577.0,4700.0,-4.7,-18.7,33.0,1.52,205.0,37.0,314.1,319.4,314.4
17,574.0,4741.0,-4.3,-31.3,10.0,0.49,205.0,37.0,315.1,316.9,315.1
18,573.0,4754.0,-4.4,-31.4,10.0,0.49,205.0,37.0,315.1,316.9,315.2
19,555.0,5003.0,-6.1,-33.9,9.0,0.4,200.0,36.0,315.9,317.4,316.0
20,522.0,5480.0,-9.5,-38.5,7.0,0.26,213.0,31.0,317.5,318.5,317.5
21,516.0,5568.0,-10.1,-37.1,9.0,0.31,215.0,30.0,317.8,319.0,317.9
22,504.0,5749.0,-11.3,-34.3,13.0,0.42,215.0,31.0,318.5,320.0,318.6
23,500.0,5810.0,-11.7,-33.7,14.0,0.45,215.0,31.0,318.7,320.4,318.8
24,490.0,5963.0,-12.9,-35.2,14.0,0.39,225.0,31.0,319.0,320.5,319.1
25,431.0,6932.0,-20.9,-44.9,10.0,0.16,222.0,39.0,320.8,321.5,320.9
26,400.0,7480.0,-25.7,-37.7,32.0,0.37,220.0,43.0,321.5,322.9,321.6
27,390.0,7659.0,-27.2,-38.3,34.0,0.36,215.0,43.0,321.8,323.2,321.9
28,338.0,8671.0,-36.0,-41.8,55.0,0.29,240.0,47.0,323.3,324.4,323.3
29,331.0,8818.0,-37.3,-42.3,60.0,0.28,239.0,49.0,323.5,324.6,323.5
30,327.0,8902.0,-37.7,-48.7,31.0,0.14,239.0,50.0,324.0,324.6,324.1
31,319.0,9072.0,-39.1,-46.1,47.0,0.19,238.0,51.0,324.4,325.2,324.4
32,300.0,9490.0,-42.1,-55.1,23.0,0.07,235.0,56.0,325.9,326.2,325.9
33,288.0,9765.0,-43.3,-59.3,15.0,0.04,237.0,58.0,328.0,328.2,328.0
34,261.0,10419.0,-49.1,-58.1,34.0,0.06,243.0,62.0,328.9,329.1,328.9
35,258.0,10494.0,-49.5,-66.5,12.0,0.02,243.0,63.0,329.4,329.4,329.4
36,253.0,10622.0,-50.3,-59.3,34.0,0.05,244.0,63.0,330.0,330.2,330.0
37,250.0,10700.0,-50.7,-62.7,23.0,0.03,245.0,64.0,330.6,330.7,330.6
38,248.0,10752.0,-50.9,-63.9,20.0,0.03,245.0,64.0,331.0,331.1,331.0
39,240.0,10964.0,-52.7,-59.7,42.0,0.05,245.0,65.0,331.4,331.6,331.4
40,236.0,11073.0,-53.3,-63.3,29.0,0.03,245.0,66.0,332.1,332.3,332.1
41,227.0,11321.0,-55.1,-63.3,35.0,0.03,245.0,67.0,333.1,333.3,333.1
42,221.0,11492.0,-56.3,-63.3,41.0,0.03,245.0,66.0,333.8,333.9,333.8
43,201.0,12089.0,-59.5,-68.5,30.0,0.02,245.0,61.0,337.9,338.0,337.9
44,200.0,12120.0,-59.5,-69.5,26.0,0.02,250.0,60.0,338.4,338.5,338.4
45,199.0,12152.0,-59.3,-70.0,24.0,0.02,250.0,60.0,339.1,339.2,339.1
46,177.0,12890.0,-55.7,-81.7,3.0,0.0,252.0,73.0,356.6,356.6,356.6
47,150.0,13940.0,-57.1,-85.1,2.0,0.0,255.0,92.0,371.5,371.5,371.5
48,144.0,14192.0,-58.1,-85.6,2.0,0.0,255.0,97.0,374.2,374.2,374.2
49,128.0,14918.0,-60.9,-86.9,2.0,0.0,265.0,91.0,382.0,382.0,382.0
50,112.0,15741.0,-64.0,-88.4,2.0,0.0,250.0,53.0,390.9,390.9,390.9
