Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.070993	-7.797330	0.000000	-1.458474	0.000000	-0.086457	0.000000	-428.853167	0.000000	-80.216072	0.000000	55.000000	0.000000	55.000000	0.000000	4.144089	0.000000	4.144089	0.000000	4.076341	0.000000	0.070993	0.028750	0.002875	0.070993	0.004197	0.000420	41.107300	296.207825	99217.406250	0.070993	0.021666	0.002167	0.070993	0.007524	0.000752	0.000000	0.000000	0.070993	-0.320673	0.000000	-17.637040	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.465454	0.000000	0.000000	0.070993	-5.786533	NaN	-318.259293	0.000000	55.000000	0.000000	0.007862	0.001475	0.000089
0.078465	-7.786681	0.000000	-1.455530	0.000000	-0.085660	0.000000	-428.267473	0.000000	-80.054123	0.000000	55.000000	0.000000	55.000000	0.000000	4.145707	0.000000	4.145707	0.000000	4.086771	0.000000	0.078465	0.028678	0.002868	0.078465	0.004166	0.000417	48.578762	296.162567	99133.312500	0.078465	0.021809	0.002181	0.078465	0.007514	0.000751	0.000000	0.000000	0.078465	0.219056	0.000000	12.048057	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462808	0.000000	0.000000	0.078465	-4.723783	NaN	-259.808073	0.000000	55.000000	0.000000	0.007857	0.001474	0.000089
0.085936	-7.774472	0.000000	-1.452336	0.000000	-0.084584	0.000000	-427.595938	0.000000	-79.878487	0.000000	55.000000	0.000000	55.000000	0.000000	4.147257	0.000000	4.147257	0.000000	4.101842	0.000000	0.085936	0.029199	0.002920	0.085936	0.004124	0.000412	56.050220	296.117279	99049.218750	0.085936	0.021695	0.002169	0.085936	0.007502	0.000750	0.000000	0.000000	0.085936	0.844511	0.000000	46.448116	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460969	0.000000	0.000000	0.085936	-3.429110	NaN	-188.601027	0.000000	55.000000	0.000000	0.007851	0.001473	0.000089
0.093408	-7.760120	0.000000	-1.448664	0.000000	-0.082950	0.000000	-426.806610	0.000000	-79.676512	0.000000	55.000000	0.000000	55.000000	0.000000	4.148948	0.000000	4.148948	0.000000	4.126345	0.000000	0.093408	0.029284	0.002928	0.093408	0.004078	0.000408	63.521683	296.071991	98965.125000	0.093408	0.021334	0.002133	0.093408	0.007489	0.000749	0.000000	0.000000	0.093408	1.546906	0.000000	85.079844	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.458833	0.000000	0.000000	0.093408	-1.961410	NaN	-107.877541	0.000000	55.000000	0.000000	0.007846	0.001472	0.000089
0.100879	-7.744178	0.000000	-1.444218	0.000000	-0.080526	0.000000	-425.929806	0.000000	-79.431968	0.000000	55.000000	0.000000	55.000000	0.000000	4.151463	0.000000	4.151463	0.000000	4.164690	0.000000	0.100879	0.029251	0.002925	0.100879	0.004020	0.000402	70.993141	296.026703	98881.031250	0.100879	0.021232	0.002123	0.100879	0.007471	0.000747	0.000000	0.000000	0.100879	2.287756	0.000000	125.826561	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.455690	0.000000	0.000000	0.100879	-0.381276	NaN	-20.970163	0.000000	55.000000	0.000000	0.007840	0.001471	0.000089
0.108350	-7.724660	0.000000	-1.438992	0.000000	-0.076716	0.000000	-424.856283	0.000000	-79.144582	0.000000	55.000000	0.000000	55.000000	0.000000	4.154185	0.000000	4.154185	0.000000	4.229381	0.000000	0.108350	0.029297	0.002930	0.108350	0.003948	0.000395	78.464600	295.981415	98796.937500	0.108350	0.020991	0.002099	0.108350	0.007449	0.000745	0.000000	0.000000	0.108350	3.030519	0.000000	166.678530	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452354	0.000000	0.000000	0.108350	1.261123	NaN	69.361753	0.000000	55.000000	0.000000	0.007835	0.001470	0.000089
0.115822	-7.700263	0.000000	-1.431845	0.000000	-0.071670	0.000000	-423.514439	0.000000	-78.751458	0.000000	55.000000	0.000000	55.000000	0.000000	4.158675	0.000000	4.158675	0.000000	4.320372	0.000000	0.115822	0.029199	0.002920	0.115822	0.003844	0.000384	85.936066	295.936157	98712.843750	0.115822	0.020808	0.002081	0.115822	0.007419	0.000742	0.000000	0.000000	0.115822	3.730091	0.000000	205.155012	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447885	0.000000	0.000000	0.115822	2.857057	NaN	157.138135	0.000000	55.000000	0.000000	0.007829	0.001469	0.000089
0.123293	-7.670186	0.000000	-1.422368	0.000000	-0.064753	0.000000	-421.860250	0.000000	-78.230249	0.000000	55.000000	0.000000	55.000000	0.000000	4.165416	0.000000	4.165416	0.000000	4.457202	0.000000	0.123293	0.029119	0.002912	0.123293	0.003699	0.000370	93.407524	295.890869	98628.750000	0.123293	0.020489	0.002049	0.123293	0.007382	0.000738	0.000000	0.000000	0.123293	4.347133	0.000000	239.092333	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443468	0.000000	0.000000	0.123293	4.311041	NaN	237.107243	0.000000	55.000000	0.000000	0.007824	0.001468	0.000089
0.130765	-7.632565	0.000000	-1.410096	0.000000	-0.055593	0.000000	-419.791060	0.000000	-77.555269	0.000000	55.000000	0.000000	55.000000	0.000000	4.174682	0.000000	4.174682	0.000000	4.664750	0.000000	0.130765	0.029320	0.002932	0.130765	0.003493	0.000349	100.878983	295.845581	98544.648437	0.130765	0.020250	0.002025	0.130765	0.007332	0.000733	0.000000	0.000000	0.130765	4.854408	0.000000	266.992422	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.438552	0.000000	0.000000	0.130765	5.584918	NaN	307.170489	0.000000	55.000000	0.000000	0.007818	0.001467	0.000089
0.138236	-7.583490	0.000000	-1.394248	0.000000	-0.043611	0.000000	-417.091929	0.000000	-76.683652	0.000000	55.000000	0.000000	55.000000	0.000000	4.186676	0.000000	4.186676	0.000000	4.998657	0.000000	0.138236	0.029223	0.002922	0.138236	0.003230	0.000323	108.350441	295.800293	98460.554687	0.138236	0.019812	0.001981	0.138236	0.007270	0.000727	0.000000	0.000000	0.138236	5.256770	0.000000	289.122325	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433769	0.000000	0.000000	0.138236	6.584193	NaN	362.130593	0.000000	55.000000	0.000000	0.007813	0.001466	0.000089
