Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.070993	-7.799719	0.000000	-1.460088	0.000000	-0.086967	0.000000	-428.984542	0.000000	-80.304849	0.000000	55.000000	0.000000	55.000000	0.000000	4.142112	0.000000	4.142112	0.000000	4.069436	0.000000	0.070993	0.027582	0.002758	0.070993	0.004232	0.000423	41.107300	296.207825	99217.406250	0.070993	0.019965	0.001997	0.070993	0.007537	0.000754	0.000000	0.000000	0.070993	-0.173992	0.000000	-9.569581	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.465454	0.000000	0.000000	0.070993	-4.988544	NaN	-274.369947	0.000000	55.000000	0.000000	0.007862	0.001475	0.000089
0.078465	-7.789679	0.000000	-1.457531	0.000000	-0.086398	0.000000	-428.432332	0.000000	-80.164228	0.000000	55.000000	0.000000	55.000000	0.000000	4.143261	0.000000	4.143261	0.000000	4.076381	0.000000	0.078465	0.027916	0.002792	0.078465	0.004205	0.000420	48.578762	296.162567	99133.312500	0.078465	0.020104	0.002010	0.078465	0.007529	0.000753	0.000000	0.000000	0.078465	0.346001	0.000000	19.030075	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462808	0.000000	0.000000	0.078465	-3.729560	NaN	-205.125797	0.000000	55.000000	0.000000	0.007857	0.001474	0.000089
0.085936	-7.778479	0.000000	-1.454854	0.000000	-0.085522	0.000000	-427.816354	0.000000	-80.016957	0.000000	55.000000	0.000000	55.000000	0.000000	4.144250	0.000000	4.144250	0.000000	4.088433	0.000000	0.085936	0.028230	0.002823	0.085936	0.004176	0.000418	56.050220	296.117279	99049.218750	0.085936	0.019912	0.001991	0.085936	0.007521	0.000752	0.000000	0.000000	0.085936	0.918165	0.000000	50.499068	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460969	0.000000	0.000000	0.085936	-2.319350	NaN	-127.564258	0.000000	55.000000	0.000000	0.007851	0.001473	0.000089
0.093408	-7.765975	0.000000	-1.451750	0.000000	-0.084215	0.000000	-427.128636	0.000000	-79.846260	0.000000	55.000000	0.000000	55.000000	0.000000	4.145552	0.000000	4.145552	0.000000	4.107572	0.000000	0.093408	0.029021	0.002902	0.093408	0.004133	0.000413	63.521683	296.071991	98965.125000	0.093408	0.019849	0.001985	0.093408	0.007510	0.000751	0.000000	0.000000	0.093408	1.540442	0.000000	84.724288	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.458833	0.000000	0.000000	0.093408	-0.801510	NaN	-44.083024	0.000000	55.000000	0.000000	0.007846	0.001472	0.000089
0.100879	-7.751616	0.000000	-1.448003	0.000000	-0.082427	0.000000	-426.338904	0.000000	-79.640178	0.000000	55.000000	0.000000	55.000000	0.000000	4.147365	0.000000	4.147365	0.000000	4.134804	0.000000	0.100879	0.029587	0.002959	0.100879	0.004081	0.000408	70.993141	296.026703	98881.031250	0.100879	0.019997	0.002000	0.100879	0.007495	0.000749	0.000000	0.000000	0.100879	2.160542	0.000000	118.829811	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.455690	0.000000	0.000000	0.100879	0.762676	NaN	41.947193	0.000000	55.000000	0.000000	0.007840	0.001471	0.000089
0.108350	-7.734457	0.000000	-1.443135	0.000000	-0.079653	0.000000	-425.395110	0.000000	-79.372411	0.000000	55.000000	0.000000	55.000000	0.000000	4.150212	0.000000	4.150212	0.000000	4.179333	0.000000	0.108350	0.030034	0.003003	0.108350	0.004007	0.000401	78.464600	295.981415	98796.937500	0.108350	0.020370	0.002037	0.108350	0.007472	0.000747	0.000000	0.000000	0.108350	2.748661	0.000000	151.176361	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452354	0.000000	0.000000	0.108350	2.257389	NaN	124.156381	0.000000	55.000000	0.000000	0.007835	0.001470	0.000089
0.115822	-7.713258	0.000000	-1.437148	0.000000	-0.075870	0.000000	-424.229216	0.000000	-79.043136	0.000000	55.000000	0.000000	55.000000	0.000000	4.153704	0.000000	4.153704	0.000000	4.243533	0.000000	0.115822	0.030682	0.003068	0.115822	0.003908	0.000391	85.936066	295.936157	98712.843750	0.115822	0.020344	0.002034	0.115822	0.007447	0.000745	0.000000	0.000000	0.115822	3.269483	0.000000	179.821563	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447885	0.000000	0.000000	0.115822	3.647885	NaN	200.633663	0.000000	55.000000	0.000000	0.007829	0.001469	0.000089
0.123293	-7.686337	0.000000	-1.429219	0.000000	-0.070484	0.000000	-422.748523	0.000000	-78.607047	0.000000	55.000000	0.000000	55.000000	0.000000	4.158737	0.000000	4.158737	0.000000	4.341788	0.000000	0.123293	0.031176	0.003118	0.123293	0.003770	0.000377	93.407524	295.890869	98628.750000	0.123293	0.020169	0.002017	0.123293	0.007413	0.000741	0.000000	0.000000	0.123293	3.698726	0.000000	203.429933	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443468	0.000000	0.000000	0.123293	4.814735	NaN	264.810446	0.000000	55.000000	0.000000	0.007824	0.001468	0.000089
0.130765	-7.653350	0.000000	-1.418550	0.000000	-0.063468	0.000000	-420.934237	0.000000	-78.020240	0.000000	55.000000	0.000000	55.000000	0.000000	4.166629	0.000000	4.166629	0.000000	4.482247	0.000000	0.130765	0.031859	0.003186	0.130765	0.003568	0.000357	100.878983	295.845581	98544.648437	0.130765	0.020311	0.002031	0.130765	0.007366	0.000737	0.000000	0.000000	0.130765	4.011993	0.000000	220.659611	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.438552	0.000000	0.000000	0.130765	5.713328	NaN	314.233034	0.000000	55.000000	0.000000	0.007818	0.001467	0.000089
0.138236	-7.609774	0.000000	-1.404023	0.000000	-0.054424	0.000000	-418.537561	0.000000	-77.221240	0.000000	55.000000	0.000000	55.000000	0.000000	4.177960	0.000000	4.177960	0.000000	4.689173	0.000000	0.138236	0.032272	0.003227	0.138236	0.003287	0.000329	108.350441	295.800293	98460.554687	0.138236	0.020233	0.002023	0.138236	0.007303	0.000730	0.000000	0.000000	0.138236	4.230431	0.000000	232.673722	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433769	0.000000	0.000000	0.138236	6.351812	NaN	349.349667	0.000000	55.000000	0.000000	0.007813	0.001466	0.000089
0.145708	-7.555861	0.000000	-1.385534	0.000000	-0.043111	0.000000	-415.572337	0.000000	-76.204369	0.000000	55.000000	0.000000	55.000000	0.000000	4.193152	0.000000	4.193152	0.000000	5.006238	0.000000	0.145708	0.032544	0.003254	0.145708	0.002918	0.000292	115.821907	295.755005	98376.460937	0.145708	0.019967	0.001997	0.145708	0.007229	0.000723	0.000000	0.000000	0.145708	4.375903	0.000000	240.674670	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.428488	0.000000	0.000000	0.145708	6.740477	NaN	370.726245	0.000000	55.000000	0.000000	0.007807	0.001465	0.000089
0.153179	-7.490115	0.000000	-1.362469	0.000000	-0.029020	0.000000	-411.956305	0.000000	-74.935777	0.000000	55.000000	0.000000	55.000000	0.000000	4.213047	0.000000	4.213047	0.000000	5.553043	0.000000	0.153179	0.032880	0.003288	0.153179	0.002429	0.000243	123.293365	295.709747	98292.367187	0.153179	0.020211	0.002021	0.153179	0.007118	0.000712	0.000000	0.000000	0.153179	4.463442	0.000000	245.489292	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.423600	0.000000	0.000000	0.153179	6.967515	NaN	383.213327	0.000000	55.000000	0.000000	0.007802	0.001464	0.000089
0.160651	-7.405861	0.000000	-1.333198	0.000000	-0.012283	0.000000	-407.322366	0.000000	-73.325886	0.000000	55.000000	0.000000	55.000000	0.000000	4.238770	0.000000	4.238770	0.000000	6.762135	0.000000	0.160651	0.033035	0.003303	0.160651	0.001788	0.000179	130.764832	295.664459	98208.273437	0.160651	0.020184	0.002018	0.160651	0.006982	0.000698	0.000000	0.000000	0.160651	4.499435	0.000000	247.468902	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.418609	0.000000	0.000000	0.160651	7.107595	NaN	390.917699	0.000000	55.000000	0.000000	0.007796	0.001463	0.000089
