Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.070993	-7.802328	0.000000	-1.460708	0.000000	-0.086940	0.000000	-429.128042	0.000000	-80.338917	0.000000	55.000000	0.000000	55.000000	0.000000	4.141891	0.000000	4.141891	0.000000	4.070501	0.000000	0.070993	0.031106	0.003111	0.070993	0.004218	0.000422	41.107300	296.207825	99217.406250	0.070993	0.021663	0.002166	0.070993	0.007533	0.000753	0.000000	0.000000	0.070993	-0.198444	0.000000	-10.914419	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.465454	0.000000	0.000000	0.070993	-5.051879	NaN	-277.853352	0.000000	55.000000	0.000000	0.007862	0.001475	0.000089
0.078465	-7.792432	0.000000	-1.458255	0.000000	-0.086290	0.000000	-428.583745	0.000000	-80.203998	0.000000	55.000000	0.000000	55.000000	0.000000	4.142908	0.000000	4.142908	0.000000	4.078898	0.000000	0.078465	0.031372	0.003137	0.078465	0.004190	0.000419	48.578762	296.162567	99133.312500	0.078465	0.021879	0.002188	0.078465	0.007524	0.000752	0.000000	0.000000	0.078465	0.310153	0.000000	17.058433	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462808	0.000000	0.000000	0.078465	-3.840346	NaN	-211.219030	0.000000	55.000000	0.000000	0.007857	0.001474	0.000089
0.085936	-7.780977	0.000000	-1.455579	0.000000	-0.085415	0.000000	-427.953710	0.000000	-80.056822	0.000000	55.000000	0.000000	55.000000	0.000000	4.143812	0.000000	4.143812	0.000000	4.090967	0.000000	0.085936	0.031158	0.003116	0.085936	0.004162	0.000416	56.050220	296.117279	99049.218750	0.085936	0.021863	0.002186	0.085936	0.007513	0.000751	0.000000	0.000000	0.085936	0.876545	0.000000	48.209972	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460969	0.000000	0.000000	0.085936	-2.465303	NaN	-135.591670	0.000000	55.000000	0.000000	0.007851	0.001473	0.000089
0.093408	-7.768580	0.000000	-1.452631	0.000000	-0.084144	0.000000	-427.271874	0.000000	-79.894699	0.000000	55.000000	0.000000	55.000000	0.000000	4.144881	0.000000	4.144881	0.000000	4.109668	0.000000	0.093408	0.031752	0.003175	0.093408	0.004121	0.000412	63.521683	296.071991	98965.125000	0.093408	0.021921	0.002192	0.093408	0.007500	0.000750	0.000000	0.000000	0.093408	1.482587	0.000000	81.542291	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.458833	0.000000	0.000000	0.093408	-0.967952	NaN	-53.237357	0.000000	55.000000	0.000000	0.007846	0.001472	0.000089
0.100879	-7.753184	0.000000	-1.448960	0.000000	-0.082037	0.000000	-426.425136	0.000000	-79.692819	0.000000	55.000000	0.000000	55.000000	0.000000	4.146232	0.000000	4.146232	0.000000	4.142606	0.000000	0.100879	0.032208	0.003221	0.100879	0.004066	0.000407	70.993141	296.026703	98881.031250	0.100879	0.021699	0.002170	0.100879	0.007483	0.000748	0.000000	0.000000	0.100879	2.087116	0.000000	114.791368	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.455690	0.000000	0.000000	0.100879	0.544965	NaN	29.973097	0.000000	55.000000	0.000000	0.007840	0.001471	0.000089
0.108350	-7.735628	0.000000	-1.444367	0.000000	-0.079021	0.000000	-425.459543	0.000000	-79.440190	0.000000	55.000000	0.000000	55.000000	0.000000	4.148477	0.000000	4.148477	0.000000	4.192050	0.000000	0.108350	0.032990	0.003299	0.108350	0.003988	0.000399	78.464600	295.981415	98796.937500	0.108350	0.021484	0.002148	0.108350	0.007463	0.000746	0.000000	0.000000	0.108350	2.662307	0.000000	146.426901	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452354	0.000000	0.000000	0.108350	2.036602	NaN	112.013117	0.000000	55.000000	0.000000	0.007835	0.001470	0.000089
0.115822	-7.713815	0.000000	-1.438266	0.000000	-0.074721	0.000000	-424.259832	0.000000	-79.104650	0.000000	55.000000	0.000000	55.000000	0.000000	4.151960	0.000000	4.151960	0.000000	4.266671	0.000000	0.115822	0.033541	0.003354	0.115822	0.003878	0.000388	85.936066	295.936157	98712.843750	0.115822	0.021408	0.002141	0.115822	0.007435	0.000743	0.000000	0.000000	0.115822	3.172707	0.000000	174.498871	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447885	0.000000	0.000000	0.115822	3.396938	NaN	186.831604	0.000000	55.000000	0.000000	0.007829	0.001469	0.000089
0.123293	-7.686246	0.000000	-1.430316	0.000000	-0.068988	0.000000	-422.743534	0.000000	-78.667392	0.000000	55.000000	0.000000	55.000000	0.000000	4.156811	0.000000	4.156811	0.000000	4.373838	0.000000	0.123293	0.033616	0.003362	0.123293	0.003737	0.000374	93.407524	295.890869	98628.750000	0.123293	0.021377	0.002138	0.123293	0.007396	0.000740	0.000000	0.000000	0.123293	3.579193	0.000000	196.855631	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443468	0.000000	0.000000	0.123293	4.515531	NaN	248.354205	0.000000	55.000000	0.000000	0.007824	0.001468	0.000089
0.130765	-7.651212	0.000000	-1.419477	0.000000	-0.061135	0.000000	-420.816684	0.000000	-78.071237	0.000000	55.000000	0.000000	55.000000	0.000000	4.164323	0.000000	4.164323	0.000000	4.537220	0.000000	0.130765	0.033982	0.003398	0.130765	0.003525	0.000353	100.878983	295.845581	98544.648437	0.130765	0.021340	0.002134	0.130765	0.007343	0.000734	0.000000	0.000000	0.130765	3.869867	0.000000	212.842677	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.438552	0.000000	0.000000	0.130765	5.396364	NaN	296.800014	0.000000	55.000000	0.000000	0.007818	0.001467	0.000089
0.138236	-7.605395	0.000000	-1.405755	0.000000	-0.051193	0.000000	-418.296714	0.000000	-77.316518	0.000000	55.000000	0.000000	55.000000	0.000000	4.173489	0.000000	4.173489	0.000000	4.779248	0.000000	0.138236	0.034220	0.003422	0.138236	0.003249	0.000325	108.350441	295.800293	98460.554687	0.138236	0.021021	0.002102	0.138236	0.007277	0.000728	0.000000	0.000000	0.138236	4.073082	0.000000	224.019493	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433769	0.000000	0.000000	0.138236	5.992686	NaN	329.597732	0.000000	55.000000	0.000000	0.007813	0.001466	0.000089
