Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.070993	-7.789092	0.000000	-1.455764	0.000000	-0.085110	0.000000	-428.400076	0.000000	-80.066994	0.000000	55.000000	0.000000	55.000000	0.000000	4.146075	0.000000	4.146075	0.000000	4.096306	0.000000	0.070993	0.026633	0.002663	0.070993	0.004173	0.000417	41.107300	296.207825	99217.406250	0.070993	0.021671	0.002167	0.070993	0.007509	0.000751	0.000000	0.000000	0.070993	-0.347926	0.000000	-19.135947	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.465454	0.000000	0.000000	0.070993	-5.754119	NaN	-316.476529	0.000000	55.000000	0.000000	0.007862	0.001475	0.000089
0.078465	-7.777502	0.000000	-1.452599	0.000000	-0.084161	0.000000	-427.762624	0.000000	-79.892939	0.000000	55.000000	0.000000	55.000000	0.000000	4.147773	0.000000	4.147773	0.000000	4.109343	0.000000	0.078465	0.026661	0.002666	0.078465	0.004140	0.000414	48.578762	296.162567	99133.312500	0.078465	0.021594	0.002159	0.078465	0.007499	0.000750	0.000000	0.000000	0.078465	0.197241	0.000000	10.848236	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462808	0.000000	0.000000	0.078465	-4.644509	NaN	-255.447977	0.000000	55.000000	0.000000	0.007857	0.001474	0.000089
0.085936	-7.765074	0.000000	-1.449136	0.000000	-0.082793	0.000000	-427.079062	0.000000	-79.702476	0.000000	55.000000	0.000000	55.000000	0.000000	4.149720	0.000000	4.149720	0.000000	4.129535	0.000000	0.085936	0.026825	0.002683	0.085936	0.004101	0.000410	56.050220	296.117279	99049.218750	0.085936	0.021518	0.002152	0.085936	0.007487	0.000749	0.000000	0.000000	0.085936	0.839212	0.000000	46.156676	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460969	0.000000	0.000000	0.085936	-3.284260	NaN	-180.634310	0.000000	55.000000	0.000000	0.007851	0.001473	0.000089
0.093408	-7.751703	0.000000	-1.445037	0.000000	-0.080790	0.000000	-426.343655	0.000000	-79.477019	0.000000	55.000000	0.000000	55.000000	0.000000	4.152463	0.000000	4.152463	0.000000	4.160788	0.000000	0.093408	0.027089	0.002709	0.093408	0.004050	0.000405	63.521683	296.071991	98965.125000	0.093408	0.021486	0.002149	0.093408	0.007473	0.000747	0.000000	0.000000	0.093408	1.560285	0.000000	85.815684	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.458833	0.000000	0.000000	0.093408	-1.736627	NaN	-95.514510	0.000000	55.000000	0.000000	0.007846	0.001472	0.000089
0.100879	-7.735614	0.000000	-1.440466	0.000000	-0.077685	0.000000	-425.458789	0.000000	-79.225608	0.000000	55.000000	0.000000	55.000000	0.000000	4.155159	0.000000	4.155159	0.000000	4.212750	0.000000	0.100879	0.027303	0.002730	0.100879	0.003990	0.000399	70.993141	296.026703	98881.031250	0.100879	0.021121	0.002112	0.100879	0.007457	0.000746	0.000000	0.000000	0.100879	2.337537	0.000000	128.564517	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.455690	0.000000	0.000000	0.100879	-0.032111	NaN	-1.766103	0.000000	55.000000	0.000000	0.007840	0.001471	0.000089
0.108350	-7.717014	0.000000	-1.434884	0.000000	-0.073399	0.000000	-424.435749	0.000000	-78.918628	0.000000	55.000000	0.000000	55.000000	0.000000	4.158805	0.000000	4.158805	0.000000	4.289035	0.000000	0.108350	0.027270	0.002727	0.108350	0.003918	0.000392	78.464600	295.981415	98796.937500	0.108350	0.021141	0.002114	0.108350	0.007434	0.000743	0.000000	0.000000	0.108350	3.138459	0.000000	172.615225	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452354	0.000000	0.000000	0.108350	1.726100	NaN	94.935486	0.000000	55.000000	0.000000	0.007835	0.001470	0.000089
0.115822	-7.694156	0.000000	-1.427995	0.000000	-0.066962	0.000000	-423.178582	0.000000	-78.539701	0.000000	55.000000	0.000000	55.000000	0.000000	4.163370	0.000000	4.163370	0.000000	4.414511	0.000000	0.115822	0.027674	0.002767	0.115822	0.003814	0.000381	85.936066	295.936157	98712.843750	0.115822	0.021050	0.002105	0.115822	0.007405	0.000740	0.000000	0.000000	0.115822	3.900363	0.000000	214.519980	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447885	0.000000	0.000000	0.115822	3.462471	NaN	190.435899	0.000000	55.000000	0.000000	0.007829	0.001469	0.000089
0.123293	-7.666955	0.000000	-1.419126	0.000000	-0.058380	0.000000	-421.682509	0.000000	-78.051929	0.000000	55.000000	0.000000	55.000000	0.000000	4.170015	0.000000	4.170015	0.000000	4.603392	0.000000	0.123293	0.027748	0.002775	0.123293	0.003683	0.000368	93.407524	295.890869	98628.750000	0.123293	0.021076	0.002108	0.123293	0.007366	0.000737	0.000000	0.000000	0.123293	4.595002	0.000000	252.725130	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443468	0.000000	0.000000	0.123293	5.093464	NaN	280.140520	0.000000	55.000000	0.000000	0.007824	0.001468	0.000089
0.130765	-7.630892	0.000000	-1.407153	0.000000	-0.046569	0.000000	-419.699051	0.000000	-77.393429	0.000000	55.000000	0.000000	55.000000	0.000000	4.179304	0.000000	4.179304	0.000000	4.917265	0.000000	0.130765	0.027921	0.002792	0.130765	0.003493	0.000349	100.878983	295.845581	98544.648437	0.130765	0.020856	0.002086	0.130765	0.007316	0.000732	0.000000	0.000000	0.130765	5.180149	0.000000	284.908175	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.438552	0.000000	0.000000	0.130765	6.505729	NaN	357.815117	0.000000	55.000000	0.000000	0.007818	0.001467	0.000089
0.138236	-7.586594	0.000000	-1.392061	0.000000	-0.031367	0.000000	-417.262687	0.000000	-76.563353	0.000000	55.000000	0.000000	55.000000	0.000000	4.191569	0.000000	4.191569	0.000000	5.471826	0.000000	0.138236	0.027885	0.002788	0.138236	0.003253	0.000325	108.350441	295.800293	98460.554687	0.138236	0.020615	0.002062	0.138236	0.007254	0.000725	0.000000	0.000000	0.138236	5.648754	0.000000	310.681477	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433769	0.000000	0.000000	0.138236	7.653236	NaN	420.928007	0.000000	55.000000	0.000000	0.007813	0.001466	0.000089
0.145708	-7.530434	0.000000	-1.372161	0.000000	-0.011673	0.000000	-414.173874	0.000000	-75.468848	0.000000	55.000000	0.000000	55.000000	0.000000	4.208795	0.000000	4.208795	0.000000	6.877166	0.000000	0.145708	0.028070	0.002807	0.145708	0.002911	0.000291	115.821907	295.755005	98376.460937	0.145708	0.020643	0.002064	0.145708	0.007164	0.000716	0.000000	0.000000	0.145708	6.012068	0.000000	330.663733	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.428488	0.000000	0.000000	0.145708	8.542276	NaN	469.825199	0.000000	55.000000	0.000000	0.007807	0.001465	0.000089
0.153179	-7.459149	0.000000	-1.346015	0.000000	0.012392	0.000000	-410.253200	0.000000	-74.030836	0.000000	55.000000	0.000000	55.000000	0.000000	4.232841	0.000000	4.232841	0.000000	NaN	NaN	0.153179	0.028111	0.002811	0.153179	0.002449	0.000245	123.293365	295.709747	98292.367187	0.153179	0.020590	0.002059	0.153179	0.007049	0.000705	0.000000	0.000000	0.153179	6.266500	0.000000	344.657481	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.423600	0.000000	0.000000	0.153179	9.179596	NaN	504.877759	0.000000	55.000000	0.000000	0.007802	0.001464	0.000089
