Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.070993	-7.807181	0.000000	-1.462768	0.000000	-0.087087	0.000000	-429.394981	0.000000	-80.452247	0.000000	55.000000	0.000000	55.000000	0.000000	4.139943	0.000000	4.139943	0.000000	4.070102	0.000000	0.070993	0.032131	0.003213	0.070993	0.004249	0.000425	41.107300	296.207825	99217.406250	0.070993	0.021396	0.002140	0.070993	0.007543	0.000754	0.000000	0.000000	0.070993	-0.444836	0.000000	-24.465983	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.465454	0.000000	0.000000	0.070993	-5.342146	NaN	-293.818010	0.000000	55.000000	0.000000	0.007862	0.001475	0.000089
0.078465	-7.797828	0.000000	-1.460613	0.000000	-0.086420	0.000000	-428.880541	0.000000	-80.333691	0.000000	55.000000	0.000000	55.000000	0.000000	4.140625	0.000000	4.140625	0.000000	4.079067	0.000000	0.078465	0.033082	0.003308	0.078465	0.004222	0.000422	48.578762	296.162567	99133.312500	0.078465	0.021543	0.002154	0.078465	0.007535	0.000754	0.000000	0.000000	0.078465	-0.017183	0.000000	-0.945060	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462808	0.000000	0.000000	0.078465	-4.233952	NaN	-232.867336	0.000000	55.000000	0.000000	0.007857	0.001474	0.000089
0.085936	-7.787384	0.000000	-1.458060	0.000000	-0.085430	0.000000	-428.306142	0.000000	-80.193293	0.000000	55.000000	0.000000	55.000000	0.000000	4.141636	0.000000	4.141636	0.000000	4.093168	0.000000	0.085936	0.033271	0.003327	0.085936	0.004192	0.000419	56.050220	296.117279	99049.218750	0.085936	0.021451	0.002145	0.085936	0.007527	0.000753	0.000000	0.000000	0.085936	0.463071	0.000000	25.468913	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460969	0.000000	0.000000	0.085936	-2.970368	NaN	-163.370232	0.000000	55.000000	0.000000	0.007851	0.001473	0.000089
0.093408	-7.776020	0.000000	-1.455038	0.000000	-0.083938	0.000000	-427.681082	0.000000	-80.027089	0.000000	55.000000	0.000000	55.000000	0.000000	4.143155	0.000000	4.143155	0.000000	4.115595	0.000000	0.093408	0.033535	0.003354	0.093408	0.004151	0.000415	63.521683	296.071991	98965.125000	0.093408	0.021573	0.002157	0.093408	0.007515	0.000752	0.000000	0.000000	0.093408	0.969452	0.000000	53.319871	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.458833	0.000000	0.000000	0.093408	-1.612393	NaN	-88.681635	0.000000	55.000000	0.000000	0.007846	0.001472	0.000089
0.100879	-7.761978	0.000000	-1.451599	0.000000	-0.081811	0.000000	-426.908795	0.000000	-79.837921	0.000000	55.000000	0.000000	55.000000	0.000000	4.144537	0.000000	4.144537	0.000000	4.149211	0.000000	0.100879	0.034086	0.003409	0.100879	0.004098	0.000410	70.993141	296.026703	98881.031250	0.100879	0.021746	0.002175	0.100879	0.007499	0.000750	0.000000	0.000000	0.100879	1.483336	0.000000	81.583461	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.455690	0.000000	0.000000	0.100879	-0.223707	NaN	-12.303885	0.000000	55.000000	0.000000	0.007840	0.001471	0.000089
0.108350	-7.744911	0.000000	-1.447182	0.000000	-0.078678	0.000000	-425.970088	0.000000	-79.595037	0.000000	55.000000	0.000000	55.000000	0.000000	4.146627	0.000000	4.146627	0.000000	4.201142	0.000000	0.108350	0.034520	0.003452	0.108350	0.004024	0.000402	78.464600	295.981415	98796.937500	0.108350	0.021823	0.002182	0.108350	0.007477	0.000748	0.000000	0.000000	0.108350	1.969993	0.000000	108.349592	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452354	0.000000	0.000000	0.108350	1.140209	NaN	62.711481	0.000000	55.000000	0.000000	0.007835	0.001470	0.000089
0.115822	-7.723317	0.000000	-1.441399	0.000000	-0.074143	0.000000	-424.782433	0.000000	-79.276967	0.000000	55.000000	0.000000	55.000000	0.000000	4.149624	0.000000	4.149624	0.000000	4.281019	0.000000	0.115822	0.035138	0.003514	0.115822	0.003917	0.000392	85.936066	295.936157	98712.843750	0.115822	0.021777	0.002178	0.115822	0.007448	0.000745	0.000000	0.000000	0.115822	2.398437	0.000000	131.914046	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447885	0.000000	0.000000	0.115822	2.382690	NaN	131.047930	0.000000	55.000000	0.000000	0.007829	0.001469	0.000089
0.123293	-7.696449	0.000000	-1.433461	0.000000	-0.068147	0.000000	-423.304678	0.000000	-78.840361	0.000000	55.000000	0.000000	55.000000	0.000000	4.154661	0.000000	4.154661	0.000000	4.394711	0.000000	0.123293	0.035941	0.003594	0.123293	0.003754	0.000375	93.407524	295.890869	98628.750000	0.123293	0.021654	0.002165	0.123293	0.007410	0.000741	0.000000	0.000000	0.123293	2.761243	0.000000	151.868391	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443468	0.000000	0.000000	0.123293	3.447685	NaN	189.622694	0.000000	55.000000	0.000000	0.007824	0.001468	0.000089
0.130765	-7.661038	0.000000	-1.422974	0.000000	-0.060290	0.000000	-421.357087	0.000000	-78.263549	0.000000	55.000000	0.000000	55.000000	0.000000	4.161413	0.000000	4.161413	0.000000	4.560841	0.000000	0.130765	0.036233	0.003623	0.130765	0.003539	0.000354	100.878983	295.845581	98544.648437	0.130765	0.021721	0.002172	0.130765	0.007354	0.000735	0.000000	0.000000	0.130765	3.031848	0.000000	166.751641	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.438552	0.000000	0.000000	0.130765	4.259337	NaN	234.263522	0.000000	55.000000	0.000000	0.007818	0.001467	0.000089
0.138236	-7.616333	0.000000	-1.408902	0.000000	-0.049893	0.000000	-418.898329	0.000000	-77.489605	0.000000	55.000000	0.000000	55.000000	0.000000	4.171514	0.000000	4.171514	0.000000	4.819581	0.000000	0.138236	0.036578	0.003658	0.138236	0.003233	0.000323	108.350441	295.800293	98460.554687	0.138236	0.021583	0.002158	0.138236	0.007284	0.000728	0.000000	0.000000	0.138236	3.225420	0.000000	177.398126	0.000000	55.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433769	0.000000	0.000000	0.138236	4.819941	NaN	265.096772	0.000000	55.000000	0.000000	0.007813	0.001466	0.000089
