,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1014.0,35.0,19.6,9.6,52.0,7.45,320.0,10.0,291.6,313.1,292.9
1,1006.0,98.0,17.0,9.0,59.0,7.21,329.0,10.0,289.6,310.3,290.9
2,1000.0,146.0,16.8,9.8,63.0,7.66,335.0,10.0,289.9,311.9,291.3
3,985.0,273.0,15.6,9.4,67.0,7.54,350.0,11.0,289.9,311.6,291.3
4,973.0,377.0,14.5,9.0,69.0,7.45,15.0,12.0,289.9,311.3,291.2
5,957.0,517.0,13.2,8.5,73.0,7.33,15.0,12.0,289.9,310.9,291.2
6,928.0,776.0,10.6,7.6,82.0,7.1,47.0,9.0,289.9,310.2,291.1
7,925.0,803.0,10.6,7.3,80.0,6.98,50.0,9.0,290.1,310.2,291.4
8,899.0,1040.0,8.6,5.8,83.0,6.47,84.0,13.0,290.4,309.1,291.6
9,883.0,1189.0,8.3,4.1,75.0,5.86,105.0,16.0,291.7,308.8,292.7
10,874.0,1273.0,8.2,3.2,71.0,5.54,102.0,16.0,292.4,308.6,293.4
11,869.0,1321.0,8.6,-1.1,51.0,4.07,100.0,16.0,293.2,305.4,294.0
12,855.0,1455.0,9.6,-13.4,18.0,1.6,67.0,11.0,295.7,300.8,296.0
13,854.0,1465.0,9.5,-13.3,19.0,1.62,65.0,11.0,295.7,300.9,296.0
14,850.0,1504.0,9.2,-12.8,20.0,1.69,65.0,11.0,295.8,301.1,296.1
15,826.0,1739.0,7.8,-14.9,18.0,1.47,35.0,10.0,296.7,301.4,297.0
16,781.0,2200.0,5.1,-18.9,16.0,1.11,35.0,13.0,298.6,302.2,298.8
17,780.0,2210.0,5.0,-19.0,16.0,1.1,33.0,13.0,298.6,302.2,298.8
18,765.0,2368.0,4.5,-24.0,11.0,0.72,5.0,10.0,299.7,302.1,299.8
19,737.0,2670.0,3.4,-33.7,5.0,0.3,5.0,15.0,301.8,302.9,301.8
20,721.0,2848.0,2.8,-39.4,3.0,0.18,335.0,14.0,303.0,303.7,303.0
21,700.0,3088.0,2.0,-47.0,1.0,0.08,350.0,17.0,304.7,305.0,304.7
22,688.0,3227.0,1.6,-46.4,1.0,0.09,0.0,19.0,305.7,306.1,305.8
