Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
0.115822	-7.310998	0.000000	-1.358923	0.000000	-0.048960	0.000000	-365.549880	0.000000	-67.946129	0.000000	50.000000	0.000000	50.000000	0.000000	4.159656	0.000000	4.159656	0.000000	4.794723	0.000000	0.115822	0.113161	0.011316	0.115822	0.003379	0.000338	41.107300	306.163971	98733.070312	0.115822	0.039605	0.003960	0.115822	0.006110	0.000611	0.000000	0.000000	0.115822	0.007018	0.000000	0.350889	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.465454	0.000000	0.000000	0.115822	-2.934704	NaN	-146.735210	0.000000	50.000000	0.000000	0.007569	0.001420	0.000086
0.123293	-7.270647	0.000000	-1.348471	0.000000	-0.040382	0.000000	-363.532363	0.000000	-67.423567	0.000000	50.000000	0.000000	50.000000	0.000000	4.165060	0.000000	4.165060	0.000000	5.061463	0.000000	0.123293	0.113814	0.011381	0.123293	0.002668	0.000267	48.578762	306.107697	98651.195312	0.123293	0.039594	0.003959	0.123293	0.005956	0.000596	0.000000	0.000000	0.123293	0.146000	0.000000	7.300001	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462808	0.000000	0.000000	0.123293	-2.509770	NaN	-125.488507	0.000000	50.000000	0.000000	0.007564	0.001419	0.000086
0.130765	-7.225339	0.000000	-1.336122	0.000000	-0.030342	0.000000	-361.266934	0.000000	-66.806125	0.000000	50.000000	0.000000	50.000000	0.000000	4.172349	0.000000	4.172349	0.000000	5.460603	0.000000	0.130765	0.113912	0.011391	0.130765	0.001821	0.000182	56.050220	306.051392	98569.312500	0.130765	0.039681	0.003968	0.130765	0.005775	0.000578	0.000000	0.000000	0.130765	0.286344	0.000000	14.317209	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460969	0.000000	0.000000	0.130765	-2.081802	NaN	-104.090075	0.000000	50.000000	0.000000	0.007559	0.001418	0.000086
0.138236	-7.173630	0.000000	-1.322223	0.000000	-0.018973	0.000000	-358.681513	0.000000	-66.111158	0.000000	50.000000	0.000000	50.000000	0.000000	4.180445	0.000000	4.180445	0.000000	6.122882	0.000000	0.138236	0.114147	0.011415	0.138236	0.000831	0.000083	63.521683	305.995117	98487.437500	0.138236	0.039511	0.003951	0.138236	0.005573	0.000557	0.000000	0.000000	0.138236	0.432038	0.000000	21.601916	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.458833	0.000000	0.000000	0.138236	-1.646046	NaN	-82.302302	0.000000	50.000000	0.000000	0.007555	0.001417	0.000086
0.145708	-7.112251	0.000000	-1.306397	0.000000	-0.006243	0.000000	-355.612539	0.000000	-65.319866	0.000000	50.000000	0.000000	50.000000	0.000000	4.188969	0.000000	4.188969	0.000000	7.709023	0.000000	0.145708	0.114333	0.011433	0.145708	-0.000329	-0.000033	70.993141	305.938812	98405.554687	0.145708	0.039398	0.003940	0.145708	0.005322	0.000532	0.000000	0.000000	0.145708	0.578343	0.000000	28.917125	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.455690	0.000000	0.000000	0.145708	-1.181717	NaN	-59.085850	0.000000	50.000000	0.000000	0.007550	0.001416	0.000086
0.153179	-7.045600	0.000000	-1.288606	0.000000	0.008492	0.000000	-352.279997	0.000000	-64.430318	0.000000	50.000000	0.000000	50.000000	0.000000	4.199590	0.000000	4.199590	0.000000	NaN	NaN	0.153179	0.114732	0.011473	0.153179	-0.001693	-0.000169	78.464600	305.882538	98323.671875	0.153179	0.039361	0.003936	0.153179	0.005039	0.000504	0.000000	0.000000	0.153179	0.721968	0.000000	36.098388	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452354	0.000000	0.000000	0.153179	-0.724766	NaN	-36.238320	0.000000	50.000000	0.000000	0.007545	0.001416	0.000086
0.160651	-6.970802	0.000000	-1.268231	0.000000	0.024636	0.000000	-348.540082	0.000000	-63.411571	0.000000	50.000000	0.000000	50.000000	0.000000	4.212605	0.000000	4.212605	0.000000	NaN	NaN	0.160651	0.115321	0.011532	0.160651	-0.003331	-0.000333	85.936066	305.826233	98241.796875	0.160651	0.039389	0.003939	0.160651	0.004708	0.000471	0.000000	0.000000	0.160651	0.862910	0.000000	43.145493	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447885	0.000000	0.000000	0.160651	-0.286632	NaN	-14.331616	0.000000	50.000000	0.000000	0.007540	0.001415	0.000086
0.168122	-6.887038	0.000000	-1.245832	0.000000	0.042067	0.000000	-344.351880	0.000000	-62.291599	0.000000	50.000000	0.000000	50.000000	0.000000	4.226771	0.000000	4.226771	0.000000	NaN	NaN	0.168122	0.115587	0.011559	0.168122	-0.005174	-0.000517	93.407524	305.769958	98159.914062	0.168122	0.039319	0.003932	0.168122	0.004333	0.000433	0.000000	0.000000	0.168122	0.995494	0.000000	49.774709	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443468	0.000000	0.000000	0.168122	0.120411	NaN	6.020559	0.000000	50.000000	0.000000	0.007535	0.001414	0.000086
0.175594	-6.792553	0.000000	-1.220175	0.000000	0.061026	0.000000	-339.627642	0.000000	-61.008753	0.000000	50.000000	0.000000	50.000000	0.000000	4.244063	0.000000	4.244063	0.000000	NaN	NaN	0.175594	0.115333	0.011533	0.175594	-0.007315	-0.000732	100.878983	305.713654	98078.039062	0.175594	0.039069	0.003907	0.175594	0.003914	0.000391	0.000000	0.000000	0.175594	1.118515	0.000000	55.925761	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.438552	0.000000	0.000000	0.175594	0.502077	NaN	25.103848	0.000000	50.000000	0.000000	0.007530	0.001413	0.000086
0.183065	-6.690874	0.000000	-1.192219	0.000000	0.081307	0.000000	-334.543716	0.000000	-59.610961	0.000000	50.000000	0.000000	50.000000	0.000000	4.264075	0.000000	4.264075	0.000000	NaN	NaN	0.183065	0.115923	0.011592	0.183065	-0.009860	-0.000986	108.350441	305.657166	97996.210937	0.183065	0.038851	0.003885	0.183065	0.003449	0.000345	0.000000	0.000000	0.183065	1.234551	0.000000	61.727545	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433769	0.000000	0.000000	0.183065	0.835723	NaN	41.786125	0.000000	50.000000	0.000000	0.007525	0.001412	0.000085
