,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1011.0,35.0,31.0,18.0,46.0,13.01,310.0,8.0,303.2,342.1,305.6
1,1008.0,61.0,28.8,15.8,45.0,11.32,311.0,9.0,301.3,334.9,303.3
2,1000.0,130.0,27.8,16.8,51.0,12.18,315.0,12.0,300.9,337.0,303.1
3,987.0,246.0,27.1,15.3,48.0,11.22,300.0,10.0,301.4,334.8,303.5
4,984.0,273.0,27.0,15.0,48.0,11.01,307.0,10.0,301.5,334.3,303.5
5,971.0,391.0,29.2,5.2,22.0,5.74,337.0,9.0,304.9,322.6,306.0
6,942.0,659.0,28.2,3.2,20.0,5.14,44.0,6.0,306.5,322.6,307.5
7,925.0,820.0,26.8,3.8,23.0,5.46,85.0,5.0,306.7,323.8,307.7
8,850.0,1557.0,20.0,1.0,28.0,4.86,95.0,14.0,307.1,322.4,308.0
9,846.0,1597.0,19.6,1.0,29.0,4.88,100.0,13.0,307.1,322.4,308.0
10,835.0,1708.0,18.6,0.9,31.0,4.92,90.0,11.0,307.1,322.6,308.0
11,786.0,2220.0,13.7,0.6,41.0,5.11,115.0,16.0,307.2,323.2,308.2
12,763.0,2472.0,11.2,0.5,47.0,5.21,115.0,13.0,307.3,323.6,308.2
13,755.0,2561.0,10.4,0.4,50.0,5.24,107.0,13.0,307.3,323.7,308.2
14,733.0,2805.0,8.5,-3.4,43.0,4.07,85.0,13.0,307.8,320.7,308.6
15,723.0,2918.0,7.7,-5.2,40.0,3.61,95.0,12.0,308.1,319.6,308.7
16,700.0,3185.0,5.6,-9.4,33.0,2.69,80.0,10.0,308.6,317.4,309.2
17,697.0,3220.0,5.3,-9.8,33.0,2.62,70.0,10.0,308.7,317.3,309.2
18,639.0,3923.0,0.0,-18.0,24.0,1.46,142.0,7.0,310.4,315.4,310.7
19,583.0,4654.0,-2.7,-35.7,6.0,0.31,219.0,3.0,315.5,316.7,315.6
20,582.0,4668.0,-2.8,-35.7,6.0,0.31,220.0,3.0,315.6,316.7,315.6
21,500.0,5850.0,-12.3,-38.3,9.0,0.28,200.0,9.0,318.0,319.1,318.0
22,487.0,6050.0,-14.1,-39.1,10.0,0.27,190.0,13.0,318.2,319.2,318.2
23,463.0,6432.0,-15.3,-50.3,3.0,0.08,296.0,2.0,321.3,321.6,321.3
24,460.0,6480.0,-15.6,-50.9,3.0,0.08,310.0,1.0,321.6,321.9,321.6
25,434.0,6915.0,-18.0,-56.3,2.0,0.04,230.0,10.0,323.8,324.0,323.9
