,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1012.0,35.0,28.2,20.2,62.0,14.96,290.0,7.0,300.3,344.4,303.0
1,1010.0,53.0,26.7,19.4,64.0,14.25,0.0,0.0,299.0,340.8,301.6
2,1009.0,62.0,26.0,19.0,65.0,13.9,356.0,0.0,298.4,339.0,300.9
3,1000.0,143.0,24.6,19.6,74.0,14.57,320.0,4.0,297.8,340.2,300.4
4,946.0,627.0,20.4,17.2,82.0,13.22,334.0,6.0,298.2,336.9,300.6
5,925.0,822.0,22.6,8.6,41.0,7.63,340.0,7.0,302.4,325.5,303.8
6,924.0,831.0,22.6,8.6,41.0,7.64,339.0,7.0,302.5,325.6,303.9
7,912.0,944.0,21.9,7.9,41.0,7.38,330.0,10.0,302.9,325.3,304.3
8,883.0,1224.0,20.2,6.2,40.0,6.78,325.0,16.0,304.0,324.7,305.2
9,860.0,1452.0,18.8,4.8,40.0,6.31,320.0,12.0,304.8,324.2,306.0
10,850.0,1553.0,18.2,4.2,39.0,6.12,305.0,14.0,305.2,324.1,306.3
11,839.0,1664.0,17.6,3.3,39.0,5.83,295.0,10.0,305.7,323.8,306.8
12,769.0,2403.0,13.6,-2.4,33.0,4.19,307.0,4.0,309.1,322.4,309.9
13,753.0,2578.0,12.1,-3.0,35.0,4.08,310.0,3.0,309.3,322.4,310.1
14,731.0,2825.0,9.9,-3.9,37.0,3.94,315.0,10.0,309.6,322.2,310.3
15,713.0,3032.0,8.1,-4.7,40.0,3.81,305.0,13.0,309.8,322.1,310.5
16,700.0,3185.0,6.8,-5.2,42.0,3.73,310.0,15.0,310.0,322.0,310.7
17,664.0,3615.0,2.8,-6.6,50.0,3.53,305.0,25.0,310.2,321.6,310.8
18,659.0,3676.0,2.2,-6.8,51.0,3.5,306.0,24.0,310.2,321.5,310.9
19,642.0,3886.0,0.8,-11.4,40.0,2.51,310.0,22.0,310.9,319.2,311.4
20,627.0,4076.0,-0.5,-15.5,31.0,1.83,304.0,16.0,311.6,317.7,311.9
21,618.0,4191.0,-0.3,-23.3,16.0,0.95,300.0,12.0,313.1,316.4,313.2
22,570.0,4832.0,-3.6,-29.4,12.0,0.59,275.0,19.0,316.5,318.7,316.6
23,566.0,4888.0,-3.9,-29.9,11.0,0.57,275.0,19.0,316.8,318.9,316.9
24,558.0,5000.0,-4.5,-28.5,13.0,0.66,275.0,19.0,317.4,319.8,317.5
25,506.0,5759.0,-11.7,-29.7,21.0,0.65,275.0,19.0,317.6,320.0,317.8
26,500.0,5850.0,-12.1,-36.1,12.0,0.35,275.0,19.0,318.2,319.6,318.3
27,484.0,6097.0,-13.3,-39.9,9.0,0.25,265.0,17.0,319.7,320.6,319.7
28,444.0,6751.0,-16.6,-50.1,4.0,0.09,285.0,24.0,323.5,323.9,323.5
29,441.0,6802.0,-16.9,-50.9,4.0,0.08,284.0,26.0,323.8,324.1,323.8
30,418.0,7202.0,-19.3,-50.3,5.0,0.09,279.0,39.0,325.7,326.1,325.7
31,402.0,7493.0,-19.3,-56.5,2.0,0.05,275.0,48.0,329.4,329.6,329.4
32,400.0,7530.0,-19.3,-57.3,2.0,0.04,270.0,48.0,329.8,330.0,329.8
33,393.0,7661.0,-19.7,-60.7,1.0,0.03,271.0,49.0,331.0,331.1,331.0
34,300.0,9610.0,-34.9,-63.9,4.0,0.02,285.0,63.0,336.1,336.2,336.1
35,275.0,10208.0,-39.9,-57.4,14.0,0.06,285.0,72.0,337.3,337.6,337.3
36,274.0,10233.0,-40.1,-57.1,15.0,0.06,285.0,72.0,337.4,337.6,337.4
37,261.0,10562.0,-42.5,-55.5,23.0,0.08,280.0,77.0,338.6,338.9,338.6
38,250.0,10850.0,-44.5,-59.5,17.0,0.05,275.0,82.0,339.8,340.0,339.8
39,241.0,11092.0,-46.0,-62.6,13.0,0.03,275.0,82.0,341.1,341.3,341.1
40,210.0,12003.0,-51.5,-74.5,5.0,0.01,275.0,63.0,346.2,346.2,346.2
41,209.0,12034.0,-51.5,-74.8,5.0,0.01,275.0,62.0,346.6,346.7,346.6
42,200.0,12320.0,-51.7,-77.7,3.0,0.0,265.0,59.0,350.7,350.8,350.7
43,179.0,13022.0,-55.5,-82.2,2.0,0.0,260.0,66.0,355.9,355.9,355.9
44,170.0,13348.0,-57.2,-84.4,2.0,0.0,270.0,56.0,358.2,358.2,358.2
45,150.0,14140.0,-61.5,-89.5,1.0,0.0,255.0,53.0,363.9,363.9,363.9
46,129.0,15071.0,-65.5,-90.5,2.0,0.0,273.0,38.0,372.8,372.8,372.8
47,127.0,15165.0,-65.9,-90.7,2.0,0.0,275.0,36.0,373.6,373.6,373.6
48,107.0,16194.0,-70.8,-92.8,3.0,0.0,230.0,21.0,383.2,383.2,383.2
49,100.0,16600.0,-72.7,-93.7,3.0,0.0,240.0,31.0,387.0,387.0,387.0
50,99.3,16641.0,-72.7,-93.7,3.0,0.0,245.0,32.0,387.8,387.8,387.8
51,95.0,16902.0,-72.7,-93.2,3.0,0.0,260.0,34.0,392.8,392.8,392.8
52,92.0,17091.0,-72.6,-92.7,3.0,0.0,280.0,27.0,396.5,396.5,396.5
53,88.0,17352.0,-72.6,-92.2,4.0,0.0,255.0,14.0,401.7,401.7,401.7
54,85.0,17557.0,-72.5,-91.8,4.0,0.0,250.0,15.0,405.8,405.8,405.8
55,83.3,17675.0,-72.5,-91.5,4.0,0.0,256.0,15.0,408.2,408.2,408.2
56,81.0,17842.0,-71.9,-92.6,3.0,0.0,265.0,14.0,412.8,412.8,412.8
57,79.0,17991.0,-71.3,-93.6,2.0,0.0,240.0,12.0,416.9,416.9,416.9
58,77.0,18143.0,-70.7,-94.7,2.0,0.0,265.0,10.0,421.2,421.2,421.2
59,70.0,18710.0,-68.5,-98.5,1.0,0.0,320.0,5.0,437.5,437.5,437.5
