,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1007.0,35.0,30.0,19.0,52.0,13.93,290.0,8.0,302.6,344.0,305.1
1,1003.0,72.0,28.2,16.2,48.0,11.68,281.0,10.0,301.1,335.7,303.2
2,1000.0,100.0,27.8,16.8,51.0,12.18,275.0,12.0,300.9,337.0,303.1
3,992.0,171.0,26.7,17.0,55.0,12.43,270.0,11.0,300.6,337.3,302.8
4,975.0,324.0,24.4,17.4,65.0,12.99,303.0,10.0,299.7,337.9,302.1
5,974.0,333.0,24.4,17.2,64.0,12.8,305.0,10.0,299.8,337.4,302.1
6,956.0,496.0,23.8,12.8,50.0,9.8,303.0,7.0,300.8,330.0,302.6
7,941.0,634.0,24.8,-6.2,12.0,2.57,302.0,5.0,303.2,311.4,303.6
8,925.0,784.0,23.8,-4.2,15.0,3.04,300.0,3.0,303.6,313.3,304.2
9,888.0,1136.0,21.9,-4.2,17.0,3.17,315.0,3.0,305.2,315.3,305.8
10,850.0,1514.0,19.8,-4.2,19.0,3.31,285.0,13.0,306.9,317.5,307.5
11,846.0,1554.0,19.5,-4.3,20.0,3.3,285.0,12.0,307.0,317.5,307.6
12,800.0,2027.0,16.0,-5.5,22.0,3.18,235.0,15.0,308.1,318.4,308.7
13,735.0,2744.0,10.6,-7.4,28.0,3.0,231.0,15.0,309.8,319.6,310.4
14,720.0,2916.0,11.4,-26.6,5.0,0.61,230.0,15.0,312.6,314.7,312.7
15,716.0,2962.0,11.1,-25.9,6.0,0.65,230.0,15.0,312.7,315.0,312.8
16,708.0,3056.0,10.4,-24.6,7.0,0.74,245.0,15.0,313.0,315.6,313.1
17,700.0,3150.0,9.8,-23.2,8.0,0.85,240.0,13.0,313.3,316.3,313.5
18,666.0,3559.0,7.3,-25.2,8.0,0.75,235.0,12.0,315.0,317.7,315.1
19,639.0,3899.0,5.2,-26.8,8.0,0.67,270.0,14.0,316.4,318.8,316.5
20,628.0,4040.0,4.0,-25.1,10.0,0.8,255.0,14.0,316.5,319.4,316.7
21,591.0,4530.0,-0.3,-19.3,22.0,1.41,255.0,20.0,317.1,322.0,317.4
22,590.0,4543.0,-0.4,-19.4,22.0,1.4,255.0,20.0,317.1,322.0,317.4
23,574.0,4758.0,-2.1,-21.7,21.0,1.18,240.0,22.0,317.6,321.8,317.8
24,534.0,5324.0,-6.7,-27.6,17.0,0.75,245.0,30.0,318.7,321.4,318.9
25,500.0,5840.0,-10.9,-32.9,14.0,0.48,245.0,30.0,319.7,321.5,319.8
26,496.0,5902.0,-11.3,-33.3,14.0,0.47,245.0,30.0,319.9,321.7,320.0
27,475.0,6235.0,-10.5,-56.5,1.0,0.04,248.0,28.0,324.9,325.1,324.9
28,455.0,6559.0,-13.3,-53.6,2.0,0.06,250.0,26.0,325.3,325.6,325.4
29,400.0,7530.0,-21.9,-44.9,11.0,0.18,255.0,34.0,326.4,327.1,326.5
30,393.0,7659.0,-22.9,-46.9,9.0,0.14,258.0,37.0,326.8,327.4,326.8
31,344.0,8624.0,-27.5,-58.5,4.0,0.04,279.0,56.0,333.2,333.4,333.2
