,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1011.0,35.0,29.0,17.0,48.0,12.2,280.0,8.0,301.2,337.4,303.4
1,1004.0,98.0,26.4,15.4,51.0,11.07,297.0,11.0,299.2,331.8,301.2
2,1003.0,107.0,26.4,15.6,52.0,11.23,300.0,11.0,299.2,332.3,301.3
3,1000.0,134.0,26.2,16.2,54.0,11.71,300.0,11.0,299.4,333.8,301.5
4,970.0,400.0,23.5,16.0,63.0,11.96,285.0,11.0,299.3,334.5,301.4
5,925.0,815.0,19.4,15.8,80.0,12.35,235.0,3.0,299.1,335.4,301.4
6,896.0,1089.0,17.8,13.8,77.0,11.19,315.0,1.0,300.2,333.3,302.2
7,883.0,1214.0,18.4,6.4,45.0,6.87,351.0,0.0,302.1,322.9,303.4
8,880.0,1243.0,18.3,4.5,40.0,6.03,0.0,0.0,302.3,320.6,303.4
9,873.0,1312.0,18.0,0.0,30.0,4.4,350.0,1.0,302.7,316.3,303.5
10,867.0,1371.0,19.2,-13.8,10.0,1.53,341.0,2.0,304.5,309.6,304.8
11,850.0,1540.0,18.0,-10.0,14.0,2.11,315.0,5.0,305.0,311.9,305.4
12,816.0,1887.0,15.2,-12.8,13.0,1.76,303.0,5.0,305.6,311.4,305.9
13,806.0,1991.0,15.4,-20.6,7.0,0.93,300.0,6.0,306.9,310.1,307.1
14,713.0,3020.0,11.0,-38.0,2.0,0.2,265.0,7.0,313.0,313.8,313.0
15,700.0,3173.0,9.8,-38.2,2.0,0.2,260.0,7.0,313.3,314.1,313.3
16,677.0,3444.0,7.6,-36.0,3.0,0.26,250.0,10.0,313.9,314.9,313.9
17,654.0,3724.0,5.4,-33.8,4.0,0.34,230.0,10.0,314.4,315.7,314.5
18,635.0,3964.0,3.4,-31.8,5.0,0.42,255.0,10.0,314.9,316.5,315.0
19,590.0,4560.0,-1.4,-27.0,12.0,0.71,230.0,10.0,316.0,318.6,316.1
20,587.0,4601.0,-1.7,-26.7,13.0,0.74,235.0,10.0,316.1,318.7,316.2
21,564.0,4918.0,-2.9,-31.3,9.0,0.5,270.0,12.0,318.3,320.2,318.4
22,560.0,4975.0,-3.1,-32.1,9.0,0.47,271.0,12.0,318.7,320.4,318.8
23,509.0,5721.0,-8.3,-36.5,8.0,0.33,290.0,14.0,321.2,322.5,321.2
24,500.0,5860.0,-9.3,-37.3,8.0,0.31,285.0,14.0,321.6,322.8,321.7
25,479.0,6191.0,-11.3,-45.3,4.0,0.14,285.0,11.0,323.1,323.7,323.2
26,470.0,6334.0,-12.3,-45.7,4.0,0.14,285.0,9.0,323.6,324.2,323.7
27,400.0,7550.0,-20.9,-48.9,6.0,0.11,280.0,22.0,327.7,328.2,327.8
28,364.0,8235.0,-25.5,-54.7,5.0,0.06,275.0,28.0,330.5,330.8,330.5
29,340.0,8730.0,-28.9,-58.9,4.0,0.04,279.0,35.0,332.4,332.6,332.4
30,300.0,9610.0,-36.5,-55.5,12.0,0.07,285.0,47.0,333.8,334.1,333.8
31,268.0,10383.0,-43.3,-59.3,15.0,0.05,285.0,56.0,334.8,335.1,334.9
32,259.0,10613.0,-44.8,-57.8,22.0,0.06,285.0,59.0,335.9,336.2,336.0
33,250.0,10850.0,-46.3,-56.3,31.0,0.07,280.0,66.0,337.1,337.4,337.1
34,247.0,10930.0,-46.7,-56.7,31.0,0.07,279.0,67.0,337.7,338.0,337.7
35,236.0,11230.0,-48.3,-52.4,62.0,0.13,274.0,69.0,339.7,340.2,339.7
36,215.0,11836.0,-52.8,-57.7,55.0,0.07,265.0,75.0,341.8,342.2,341.8
37,212.0,11927.0,-53.5,-58.5,54.0,0.07,265.0,74.0,342.1,342.4,342.2
38,207.0,12080.0,-54.7,-64.7,28.0,0.03,265.0,72.0,342.6,342.8,342.6
39,204.0,12173.0,-53.7,-90.7,0.0,0.0,265.0,71.0,345.6,345.6,345.6
40,200.0,12300.0,-54.1,-73.1,8.0,0.01,265.0,70.0,346.9,347.0,346.9
41,196.0,12429.0,-54.3,-72.3,9.0,0.01,266.0,69.0,348.6,348.7,348.6
42,181.0,12936.0,-55.0,-77.9,4.0,0.01,270.0,63.0,355.4,355.5,355.5
43,172.0,13261.0,-55.5,-81.5,3.0,0.0,261.0,59.0,359.9,359.9,359.9
44,161.0,13676.0,-57.8,-83.3,2.0,0.0,250.0,54.0,362.9,362.9,362.9
45,150.0,14120.0,-60.3,-85.3,2.0,0.0,260.0,54.0,366.0,366.0,366.0
46,144.0,14373.0,-61.8,-86.1,3.0,0.0,265.0,46.0,367.6,367.6,367.6
47,134.0,14820.0,-64.5,-87.5,3.0,0.0,257.0,36.0,370.5,370.5,370.5
48,131.0,14957.0,-65.0,-87.8,3.0,0.0,255.0,33.0,372.0,372.1,372.0
49,121.0,15437.0,-66.7,-88.7,3.0,0.0,240.0,43.0,377.4,377.4,377.4
50,112.0,15905.0,-68.4,-89.6,3.0,0.0,270.0,37.0,382.7,382.7,382.7
51,100.0,16590.0,-70.9,-90.9,4.0,0.0,250.0,24.0,390.5,390.5,390.5
52,96.0,16831.0,-71.9,-91.0,4.0,0.0,235.0,24.0,393.2,393.2,393.2
53,91.1,17139.0,-73.1,-91.1,5.0,0.0,235.0,33.0,396.7,396.7,396.7
54,90.0,17211.0,-72.9,-91.2,5.0,0.0,235.0,34.0,398.4,398.4,398.4
55,81.0,17835.0,-71.1,-91.8,3.0,0.0,275.0,21.0,414.2,414.2,414.2
56,78.0,18059.0,-70.5,-92.0,3.0,0.0,235.0,17.0,420.0,420.0,420.0
57,75.0,18291.0,-69.8,-92.3,3.0,0.0,240.0,11.0,426.1,426.1,426.1
58,70.0,18700.0,-68.7,-92.7,2.0,0.0,260.0,13.0,437.1,437.1,437.1
59,68.0,18875.0,-68.3,-92.9,2.0,0.0,255.0,11.0,441.5,441.5,441.5
60,66.0,19055.0,-67.9,-93.2,2.0,0.0,225.0,10.0,446.2,446.2,446.2
61,64.0,19241.0,-67.5,-93.4,1.0,0.0,230.0,10.0,451.0,451.0,451.0
62,54.0,20266.0,-65.3,-94.7,1.0,0.0,0.0,0.0,478.5,478.5,478.5
63,50.0,20730.0,-64.3,-95.3,1.0,0.0,145.0,10.0,491.5,491.6,491.5
