,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1011.0,35.0,27.0,19.0,62.0,13.87,285.0,10.0,299.2,339.9,301.7
1,1007.0,69.0,24.4,15.4,57.0,11.04,281.0,11.0,297.0,329.2,298.9
2,1000.0,128.0,23.8,15.8,61.0,11.41,275.0,12.0,296.9,330.2,299.0
3,952.0,554.0,20.1,14.6,70.0,11.09,275.0,10.0,297.4,329.8,299.4
4,925.0,803.0,18.0,13.9,77.0,10.9,255.0,5.0,297.7,329.6,299.7
5,913.0,914.0,17.4,12.0,70.0,9.72,235.0,3.0,298.2,326.8,300.0
6,865.0,1374.0,15.1,4.0,47.0,5.92,210.0,10.0,300.5,318.4,301.6
7,850.0,1523.0,14.4,1.4,41.0,5.01,235.0,10.0,301.2,316.5,302.1
8,838.0,1643.0,13.6,-1.0,37.0,4.27,245.0,11.0,301.6,314.8,302.4
9,827.0,1754.0,12.8,-3.2,33.0,3.67,246.0,12.0,301.9,313.3,302.6
10,810.0,1928.0,11.8,-2.2,38.0,4.04,248.0,13.0,302.6,315.2,303.4
11,806.0,1969.0,12.6,-10.4,19.0,2.16,249.0,13.0,303.9,310.9,304.3
12,801.0,2021.0,12.2,-3.8,33.0,3.62,249.0,14.0,304.0,315.4,304.7
13,795.0,2083.0,11.9,-5.2,30.0,3.28,250.0,14.0,304.3,314.7,304.9
14,783.0,2209.0,11.2,-8.0,25.0,2.68,270.0,16.0,304.9,313.5,305.4
15,743.0,2643.0,8.8,-17.7,13.0,1.28,250.0,18.0,307.0,311.3,307.2
16,700.0,3136.0,6.2,-28.8,6.0,0.51,250.0,22.0,309.3,311.1,309.4
17,687.0,3289.0,5.6,-28.4,7.0,0.54,255.0,23.0,310.3,312.2,310.4
18,683.0,3337.0,6.0,-32.0,5.0,0.39,257.0,23.0,311.3,312.7,311.4
19,665.0,3552.0,4.1,-31.1,6.0,0.43,265.0,25.0,311.5,313.1,311.6
20,617.0,4155.0,-1.2,-28.5,10.0,0.59,250.0,26.0,312.2,314.3,312.3
21,609.0,4260.0,-2.1,-28.1,12.0,0.63,251.0,27.0,312.3,314.6,312.4
22,540.0,5205.0,-6.9,-38.9,6.0,0.25,256.0,33.0,317.5,318.4,317.6
23,500.0,5800.0,-11.3,-44.3,5.0,0.15,260.0,37.0,319.2,319.8,319.2
24,485.0,6028.0,-12.9,-44.8,5.0,0.15,265.0,40.0,320.0,320.6,320.0
25,455.0,6506.0,-16.3,-45.9,6.0,0.14,270.0,33.0,321.7,322.2,321.7
26,400.0,7470.0,-23.1,-48.1,8.0,0.12,275.0,48.0,324.9,325.4,324.9
27,375.0,7940.0,-26.5,-49.5,10.0,0.11,275.0,56.0,326.4,326.9,326.4
28,350.0,8425.0,-30.6,-51.7,11.0,0.09,275.0,65.0,327.4,327.8,327.4
29,300.0,9510.0,-39.7,-56.7,15.0,0.06,270.0,64.0,329.3,329.6,329.3
30,264.0,10371.0,-47.5,-59.5,24.0,0.05,265.0,66.0,330.1,330.3,330.1
31,262.0,10421.0,-47.9,-59.5,25.0,0.05,265.0,66.0,330.3,330.5,330.3
32,253.0,10652.0,-49.5,-59.5,30.0,0.05,261.0,69.0,331.2,331.4,331.2
33,250.0,10730.0,-50.1,-60.1,30.0,0.05,260.0,70.0,331.4,331.7,331.5
34,200.0,12160.0,-57.1,-73.1,11.0,0.01,265.0,89.0,342.2,342.2,342.2
35,183.0,12719.0,-59.2,-77.0,8.0,0.01,265.0,89.0,347.5,347.5,347.5
36,171.0,13145.0,-60.9,-79.9,6.0,0.0,265.0,81.0,351.6,351.6,351.6
37,150.0,13960.0,-61.7,-83.7,4.0,0.0,260.0,72.0,363.6,363.6,363.6
38,148.0,14042.0,-61.9,-83.9,4.0,0.0,260.0,75.0,364.6,364.6,364.6
39,142.0,14297.0,-62.7,-84.7,4.0,0.0,265.0,84.0,367.6,367.6,367.6
40,127.0,14983.0,-64.7,-86.7,3.0,0.0,280.0,69.0,375.8,375.8,375.8
41,115.0,15592.0,-66.5,-88.5,3.0,0.0,270.0,63.0,383.3,383.3,383.3
42,114.0,15646.0,-66.7,-88.7,3.0,0.0,270.0,63.0,383.9,383.9,383.9
43,112.0,15753.0,-66.8,-88.8,3.0,0.0,265.0,68.0,385.7,385.8,385.7
44,100.0,16440.0,-67.3,-89.3,3.0,0.0,275.0,71.0,397.4,397.4,397.4
45,86.0,17338.0,-69.2,-90.2,3.0,0.0,255.0,49.0,411.2,411.2,411.2
46,77.0,17996.0,-70.5,-90.9,4.0,0.0,250.0,56.0,421.5,421.5,421.5
47,72.4,18362.0,-71.3,-91.3,4.0,0.0,256.0,53.0,427.4,427.4,427.4
48,70.0,18560.0,-73.1,-92.1,4.0,0.0,260.0,51.0,427.7,427.7,427.7
49,68.2,18712.0,-74.5,-92.5,5.0,0.0,267.0,51.0,427.9,427.9,427.9
50,66.0,18906.0,-73.3,-93.3,3.0,0.0,275.0,51.0,434.5,434.5,434.5
