,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1010.0,35.0,15.8,7.8,59.0,6.61,305.0,5.0,288.1,307.0,289.3
1,1000.0,116.0,13.8,4.8,55.0,5.42,285.0,9.0,286.9,302.5,287.9
2,976.0,320.0,11.8,4.8,62.0,5.55,292.0,11.0,286.9,302.8,287.9
3,964.0,423.0,10.8,4.8,66.0,5.62,295.0,12.0,286.9,303.1,287.9
4,933.0,695.0,8.2,4.8,79.0,5.81,314.0,14.0,287.0,303.6,288.0
5,932.0,704.0,8.1,4.5,78.0,5.71,315.0,14.0,287.0,303.3,288.0
6,925.0,766.0,7.6,2.6,71.0,5.01,315.0,11.0,287.1,301.5,287.9
7,924.0,775.0,7.8,0.8,61.0,4.41,315.0,11.0,287.4,300.2,288.1
8,885.0,1127.0,4.9,-0.7,67.0,4.12,320.0,10.0,287.9,299.9,288.6
9,856.0,1399.0,2.6,-1.9,72.0,3.9,303.0,12.0,288.3,299.7,289.0
10,850.0,1456.0,2.4,-3.6,65.0,3.46,300.0,12.0,288.6,298.9,289.2
11,803.0,1913.0,-0.6,-10.6,47.0,2.14,275.0,20.0,290.1,296.7,290.5
12,802.0,1923.0,-0.7,-10.7,47.0,2.12,275.0,20.0,290.2,296.7,290.6
13,765.0,2299.0,-3.5,-7.6,73.0,2.84,279.0,21.0,291.1,299.6,291.6
14,727.0,2700.0,-6.3,-13.3,58.0,1.9,282.0,22.0,292.3,298.2,292.6
15,722.0,2754.0,-6.1,-23.1,25.0,0.83,283.0,22.0,293.1,295.8,293.2
16,715.0,2830.0,-6.7,-17.7,41.0,1.34,283.0,23.0,293.2,297.5,293.5
17,705.0,2940.0,-7.3,-30.3,14.0,0.44,284.0,23.0,293.8,295.3,293.9
18,700.0,2995.0,-7.7,-29.7,15.0,0.47,285.0,23.0,293.9,295.5,294.0
19,681.0,3208.0,-9.1,-24.9,27.0,0.75,285.0,23.0,294.7,297.2,294.8
20,669.0,3345.0,-10.0,-21.8,38.0,1.01,295.0,27.0,295.2,298.4,295.3
21,655.0,3509.0,-11.1,-18.1,56.0,1.41,293.0,32.0,295.7,300.2,296.0
22,641.0,3674.0,-11.9,-28.9,23.0,0.55,290.0,37.0,296.6,298.5,296.8
23,638.0,3710.0,-11.9,-31.1,19.0,0.45,290.0,38.0,297.0,298.6,297.1
24,633.0,3771.0,-11.9,-34.9,13.0,0.31,288.0,37.0,297.7,298.8,297.8
25,600.0,4179.0,-14.3,-42.3,7.0,0.15,276.0,33.0,299.5,300.1,299.6
26,596.0,4228.0,-14.7,-42.1,8.0,0.16,275.0,33.0,299.6,300.2,299.6
27,569.0,4572.0,-17.7,-41.1,11.0,0.19,275.0,35.0,300.1,300.8,300.1
28,550.0,4824.0,-19.9,-40.3,15.0,0.21,290.0,36.0,300.4,301.1,300.4
29,500.0,5530.0,-26.1,-38.1,31.0,0.29,285.0,40.0,301.2,302.2,301.2
30,498.0,5559.0,-26.3,-38.3,31.0,0.28,285.0,40.0,301.3,302.3,301.3
31,459.0,6136.0,-30.2,-45.9,20.0,0.14,275.0,50.0,303.5,304.0,303.6
