,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1006.0,35.0,22.8,7.8,38.0,6.64,25.0,7.0,295.4,315.0,296.6
1,1000.0,82.0,22.2,6.2,35.0,5.98,25.0,8.0,295.4,313.1,296.4
2,983.0,230.0,20.7,3.8,33.0,5.12,40.0,14.0,295.3,310.6,296.2
3,982.0,239.0,20.6,3.6,33.0,5.07,40.0,14.0,295.3,310.4,296.2
4,954.0,489.0,22.2,-2.8,19.0,3.28,27.0,12.0,299.4,309.5,299.9
5,949.0,535.0,21.9,-2.6,19.0,3.33,25.0,12.0,299.4,309.8,300.1
6,925.0,756.0,20.2,-1.8,23.0,3.64,60.0,9.0,300.0,311.2,300.6
7,878.0,1201.0,16.2,-1.4,30.0,3.94,65.0,3.0,300.4,312.5,301.1
8,850.0,1477.0,13.8,-1.2,36.0,4.14,155.0,7.0,300.6,313.3,301.3
9,830.0,1675.0,12.1,-1.5,39.0,4.14,150.0,10.0,300.8,313.6,301.6
10,769.0,2308.0,6.5,-2.6,53.0,4.14,185.0,21.0,301.4,314.2,302.1
11,756.0,2450.0,5.2,-2.8,56.0,4.14,175.0,20.0,301.5,314.3,302.3
12,700.0,3073.0,0.4,-4.6,69.0,3.9,185.0,29.0,302.9,315.1,303.6
13,657.0,3572.0,-3.4,-6.7,78.0,3.55,190.0,40.0,304.2,315.3,304.8
14,616.0,4079.0,-7.2,-8.8,89.0,3.21,210.0,40.0,305.4,315.6,306.0
15,581.0,4540.0,-10.7,-10.7,100.0,2.93,212.0,44.0,306.5,315.9,307.0
16,553.0,4919.0,-12.9,-13.0,99.0,2.55,214.0,47.0,308.2,316.6,308.7
17,533.0,5197.0,-14.9,-15.2,98.0,2.22,215.0,49.0,309.1,316.4,309.6
18,503.0,5635.0,-18.0,-18.6,95.0,1.77,220.0,45.0,310.5,316.4,310.9
19,500.0,5680.0,-18.3,-18.9,95.0,1.73,220.0,45.0,310.7,316.5,311.0
20,413.0,7079.0,-28.8,-31.4,78.0,0.67,205.0,37.0,314.6,317.0,314.7
21,408.0,7169.0,-29.5,-32.2,77.0,0.63,207.0,39.0,314.8,317.1,314.9
22,405.0,7221.0,-29.7,-30.8,90.0,0.73,208.0,39.0,315.2,317.8,315.3
23,400.0,7310.0,-30.7,-33.6,76.0,0.56,210.0,41.0,315.0,317.1,315.1
24,362.0,8007.0,-36.7,-42.7,54.0,0.25,228.0,49.0,316.1,317.0,316.1
25,359.0,8065.0,-37.3,-41.3,66.0,0.29,229.0,50.0,316.1,317.1,316.1
26,358.0,8084.0,-37.1,-39.3,80.0,0.36,230.0,50.0,316.6,317.9,316.6
27,347.0,8298.0,-38.6,-51.6,24.0,0.1,235.0,53.0,317.4,317.8,317.4
28,342.0,8397.0,-39.3,-57.3,13.0,0.05,236.0,54.0,317.7,317.9,317.8
29,336.0,8518.0,-40.1,-49.1,38.0,0.13,236.0,55.0,318.3,318.8,318.3
30,311.0,9040.0,-43.3,-57.3,20.0,0.05,239.0,61.0,320.9,321.1,320.9
31,301.0,9258.0,-45.1,-57.1,25.0,0.06,240.0,64.0,321.4,321.6,321.4
32,300.0,9280.0,-45.1,-57.1,25.0,0.06,240.0,64.0,321.7,321.9,321.7
33,289.0,9529.0,-46.7,-60.7,19.0,0.04,240.0,64.0,322.9,323.0,322.9
34,250.0,10480.0,-52.9,-66.9,17.0,0.02,240.0,66.0,327.3,327.4,327.3
35,224.0,11179.0,-55.9,-70.4,15.0,0.01,240.0,73.0,333.2,333.2,333.2
36,211.0,11560.0,-57.5,-72.3,14.0,0.01,245.0,80.0,336.4,336.5,336.4
37,203.0,11806.0,-58.5,-73.5,13.0,0.01,250.0,73.0,338.5,338.6,338.5
38,200.0,11900.0,-57.9,-74.9,10.0,0.01,250.0,72.0,340.9,340.9,340.9
39,182.0,12499.0,-54.1,-81.9,2.0,0.0,260.0,69.0,356.4,356.4,356.4
40,180.0,12569.0,-53.7,-82.7,2.0,0.0,260.0,69.0,358.2,358.2,358.2
41,163.0,13201.0,-55.5,-84.0,2.0,0.0,255.0,67.0,365.4,365.4,365.4
42,150.0,13730.0,-57.1,-85.1,2.0,0.0,265.0,61.0,371.5,371.5,371.5
43,132.0,14521.0,-59.9,-86.4,2.0,0.0,270.0,49.0,380.3,380.3,380.3
44,109.0,15707.0,-64.2,-88.2,2.0,0.0,265.0,37.0,393.6,393.6,393.6
45,100.0,16240.0,-66.1,-89.1,3.0,0.0,255.0,41.0,399.8,399.8,399.8
46,95.1,16544.0,-67.5,-89.5,3.0,0.0,270.0,43.0,402.8,402.8,402.8
47,95.0,16550.0,-67.5,-89.5,3.0,0.0,270.0,43.0,402.9,402.9,402.9
48,91.0,16808.0,-67.7,-89.7,3.0,0.0,260.0,38.0,407.6,407.6,407.6
49,80.9,17516.0,-68.1,-90.1,3.0,0.0,268.0,39.0,420.6,420.6,420.6
50,79.0,17659.0,-67.7,-90.0,3.0,0.0,270.0,39.0,424.4,424.4,424.4
51,76.0,17893.0,-66.9,-89.9,3.0,0.0,285.0,35.0,430.6,430.6,430.6
52,73.0,18136.0,-66.2,-89.8,2.0,0.0,285.0,45.0,437.2,437.2,437.2
53,71.1,18295.0,-65.7,-89.7,2.0,0.0,291.0,39.0,441.5,441.5,441.5
54,70.0,18390.0,-66.1,-89.1,3.0,0.0,295.0,35.0,442.6,442.6,442.6
55,68.0,18565.0,-66.5,-89.3,3.0,0.0,310.0,23.0,445.4,445.4,445.4
56,65.0,18837.0,-67.1,-89.7,3.0,0.0,275.0,15.0,449.8,449.8,449.8
57,64.0,18930.0,-67.4,-89.9,3.0,0.0,250.0,17.0,451.4,451.4,451.4
58,62.0,19122.0,-67.8,-90.2,3.0,0.0,245.0,19.0,454.5,454.5,454.5
59,59.0,19421.0,-68.5,-90.6,3.0,0.0,270.0,31.0,459.4,459.4,459.4
60,58.2,19503.0,-68.7,-90.7,3.0,0.0,275.0,30.0,460.8,460.8,460.8
61,56.0,19736.0,-67.9,-90.7,3.0,0.0,290.0,27.0,467.6,467.6,467.6
62,52.0,20183.0,-66.5,-90.7,2.0,0.0,265.0,21.0,481.0,481.0,481.0
63,50.0,20420.0,-65.7,-90.7,2.0,0.0,295.0,18.0,488.2,488.3,488.2
64,49.0,20544.0,-65.3,-90.7,2.0,0.0,290.0,13.0,492.0,492.0,492.0
65,48.0,20670.0,-64.9,-90.6,2.0,0.0,250.0,13.0,495.8,495.8,495.8
66,46.0,20932.0,-64.1,-90.6,2.0,0.0,250.0,15.0,503.9,503.9,503.9
67,45.0,21066.0,-63.7,-90.5,2.0,0.0,270.0,11.0,508.0,508.1,508.0
68,44.0,21204.0,-63.3,-90.5,1.0,0.0,235.0,10.0,512.4,512.4,512.4
69,40.0,21789.0,-61.4,-90.3,1.0,0.0,250.0,20.0,531.1,531.1,531.1
70,39.7,21835.0,-61.3,-90.3,1.0,0.0,259.0,19.0,532.6,532.6,532.6
71,39.3,21898.0,-61.7,-90.7,1.0,0.0,271.0,18.0,533.1,533.1,533.1
72,39.0,21946.0,-61.0,-90.6,1.0,0.0,280.0,17.0,535.9,536.0,535.9
73,37.6,22174.0,-57.9,-89.9,1.0,0.0,291.0,14.0,549.6,549.6,549.6
74,36.0,22446.0,-59.7,-89.9,1.0,0.0,305.0,10.0,551.9,551.9,551.9
75,34.1,22784.0,-61.9,-89.9,1.0,0.0,281.0,4.0,554.6,554.7,554.6
76,34.0,22802.0,-61.9,-89.9,1.0,0.0,280.0,4.0,555.2,555.3,555.2
