,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1018.0,35.0,18.6,10.6,60.0,7.94,310.0,7.0,290.3,313.0,291.7
1,1010.0,100.0,16.2,9.2,63.0,7.28,319.0,8.0,288.5,309.3,289.8
2,1000.0,182.0,15.4,9.4,67.0,7.45,330.0,9.0,288.6,309.8,289.9
3,978.0,370.0,13.4,9.2,76.0,7.52,341.0,8.0,288.4,309.8,289.7
4,925.0,835.0,9.8,3.8,66.0,5.46,10.0,6.0,289.3,305.1,290.3
5,895.0,1108.0,7.4,4.4,81.0,5.89,22.0,7.0,289.6,306.6,290.6
6,850.0,1532.0,5.8,-12.2,26.0,1.77,40.0,8.0,292.2,297.7,292.5
7,848.0,1551.0,5.8,-11.2,28.0,1.93,40.0,8.0,292.4,298.4,292.8
8,789.0,2138.0,3.0,-11.0,35.0,2.1,52.0,6.0,295.5,302.1,295.9
9,715.0,2925.0,-3.9,-13.9,46.0,1.84,67.0,3.0,296.3,302.1,296.7
10,702.0,3070.0,-4.8,-16.5,39.0,1.51,70.0,3.0,296.9,301.8,297.2
11,700.0,3092.0,-4.9,-16.9,38.0,1.46,55.0,3.0,297.0,301.7,297.3
12,678.0,3343.0,-5.7,-30.7,12.0,0.44,45.0,5.0,298.9,300.4,298.9
13,639.0,3804.0,-8.7,-34.7,10.0,0.32,26.0,9.0,300.6,301.7,300.6
14,617.0,4075.0,-9.7,-26.7,24.0,0.7,15.0,11.0,302.4,304.8,302.6
15,606.0,4214.0,-9.3,-43.0,5.0,0.14,35.0,14.0,304.4,305.0,304.4
16,600.0,4291.0,-9.1,-52.1,2.0,0.05,37.0,14.0,305.5,305.8,305.6
17,553.0,4908.0,-14.4,-53.8,2.0,0.05,50.0,15.0,306.5,306.7,306.5
18,511.0,5505.0,-19.5,-55.5,3.0,0.04,25.0,18.0,307.3,307.5,307.3
19,500.0,5670.0,-20.9,-55.9,3.0,0.04,30.0,19.0,307.5,307.7,307.5
20,444.0,6531.0,-28.5,-61.7,3.0,0.02,25.0,22.0,308.6,308.6,308.6
21,437.0,6646.0,-29.5,-62.5,3.0,0.02,34.0,21.0,308.7,308.8,308.7
22,432.0,6727.0,-30.1,-63.5,2.0,0.02,40.0,21.0,308.9,309.0,308.9
23,422.0,6892.0,-31.3,-65.5,2.0,0.01,25.0,25.0,309.4,309.5,309.4
24,405.0,7182.0,-33.5,-69.0,2.0,0.01,25.0,29.0,310.3,310.4,310.3
25,400.0,7270.0,-34.1,-70.1,1.0,0.01,30.0,28.0,310.6,310.6,310.6
26,351.0,8163.0,-41.3,-73.1,2.0,0.01,40.0,23.0,312.6,312.7,312.7
27,326.0,8668.0,-45.4,-74.8,2.0,0.0,10.0,11.0,313.7,313.7,313.7
28,322.0,8752.0,-46.1,-75.1,2.0,0.0,357.0,13.0,313.9,313.9,313.9
29,314.0,8918.0,-47.2,-75.5,3.0,0.0,330.0,18.0,314.6,314.7,314.6
30,300.0,9220.0,-49.1,-76.1,3.0,0.0,330.0,24.0,316.0,316.1,316.0
31,293.0,9374.0,-49.7,-75.7,3.0,0.0,327.0,27.0,317.3,317.4,317.3
32,287.0,9510.0,-49.3,-75.3,3.0,0.0,324.0,29.0,319.8,319.8,319.8
33,263.0,10075.0,-53.7,-76.7,4.0,0.0,312.0,40.0,321.4,321.4,321.4
34,250.0,10400.0,-54.3,-75.3,6.0,0.01,305.0,46.0,325.2,325.2,325.2
35,238.0,10715.0,-54.9,-73.9,8.0,0.01,299.0,50.0,328.9,328.9,328.9
36,205.0,11663.0,-58.1,-78.1,6.0,0.0,280.0,63.0,338.2,338.2,338.2
37,202.0,11757.0,-55.9,-78.9,4.0,0.0,283.0,61.0,343.1,343.1,343.1
