,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1019.0,35.0,18.0,10.0,60.0,7.62,300.0,6.0,289.6,311.4,290.9
1,1017.0,51.0,17.0,10.0,63.0,7.63,315.0,4.0,288.8,310.5,290.1
2,1015.0,67.0,16.0,10.0,68.0,7.65,316.0,4.0,287.9,309.6,289.2
3,1000.0,188.0,14.8,8.8,67.0,7.15,325.0,7.0,287.9,308.3,289.2
4,927.0,823.0,9.4,7.1,86.0,6.87,62.0,9.0,288.7,308.4,289.9
5,925.0,841.0,9.6,5.8,77.0,6.29,65.0,9.0,289.1,307.2,290.2
6,923.0,859.0,9.5,5.3,75.0,6.09,70.0,10.0,289.2,306.8,290.3
7,877.0,1282.0,8.0,-6.0,36.0,2.8,25.0,10.0,291.9,300.4,292.4
8,862.0,1424.0,6.9,-2.9,50.0,3.6,10.0,10.0,292.2,303.0,292.9
9,852.0,1520.0,6.2,-0.8,61.0,4.25,14.0,9.0,292.4,305.1,293.2
10,850.0,1539.0,6.2,-1.8,57.0,3.96,15.0,9.0,292.6,304.4,293.3
11,812.0,1913.0,4.6,-11.4,30.0,1.98,349.0,11.0,294.8,301.0,295.1
12,797.0,2065.0,5.0,-18.0,17.0,1.17,338.0,12.0,296.8,300.6,297.0
13,794.0,2096.0,5.0,-13.0,26.0,1.78,336.0,12.0,297.1,302.8,297.4
14,766.0,2387.0,2.8,-11.2,35.0,2.12,315.0,14.0,297.8,304.5,298.1
15,759.0,2462.0,2.2,-10.8,38.0,2.22,317.0,14.0,297.9,304.9,298.3
16,708.0,3019.0,-1.5,-18.8,25.0,1.23,335.0,15.0,299.8,303.9,300.1
17,700.0,3110.0,-2.1,-20.1,24.0,1.11,325.0,14.0,300.1,303.8,300.3
18,692.0,3201.0,-2.4,-24.7,16.0,0.75,295.0,13.0,300.8,303.3,300.9
19,678.0,3363.0,-2.9,-32.9,8.0,0.36,311.0,15.0,302.0,303.2,302.1
20,666.0,3504.0,-3.9,-20.7,26.0,1.11,325.0,17.0,302.5,306.2,302.7
21,658.0,3599.0,-4.5,-12.5,54.0,2.24,318.0,19.0,302.8,309.9,303.2
22,648.0,3719.0,-5.1,-14.7,47.0,1.9,310.0,21.0,303.4,309.6,303.7
23,639.0,3829.0,-5.7,-16.7,42.0,1.63,316.0,22.0,304.0,309.3,304.3
24,626.0,3989.0,-6.8,-18.2,40.0,1.46,325.0,24.0,304.5,309.3,304.7
25,611.0,4178.0,-8.2,-20.0,38.0,1.29,315.0,26.0,305.0,309.4,305.3
26,605.0,4255.0,-8.7,-20.7,37.0,1.22,316.0,26.0,305.3,309.4,305.5
27,559.0,4857.0,-13.2,-23.5,42.0,1.04,325.0,28.0,307.0,310.5,307.2
28,525.0,5336.0,-16.7,-25.7,46.0,0.9,325.0,30.0,308.3,311.4,308.5
29,500.0,5700.0,-19.1,-30.1,37.0,0.63,325.0,31.0,309.7,311.9,309.8
30,415.0,7058.0,-29.5,-41.5,30.0,0.24,325.0,39.0,313.2,314.2,313.3
31,407.0,7197.0,-30.4,-43.0,28.0,0.21,325.0,40.0,313.8,314.6,313.8
32,400.0,7320.0,-31.3,-44.3,27.0,0.19,320.0,40.0,314.2,314.9,314.3
33,355.0,8157.0,-36.7,-55.7,12.0,0.06,304.0,42.0,317.9,318.1,317.9
34,343.0,8390.0,-38.7,-56.4,14.0,0.05,300.0,42.0,318.3,318.6,318.4
35,300.0,9300.0,-46.3,-59.3,21.0,0.04,300.0,48.0,320.0,320.2,320.0
36,291.0,9501.0,-48.3,-59.3,27.0,0.04,298.0,50.0,319.9,320.1,319.9
37,272.0,9943.0,-50.9,-62.9,23.0,0.03,295.0,55.0,322.4,322.5,322.4
38,250.0,10490.0,-52.3,-68.3,13.0,0.02,290.0,61.0,328.2,328.2,328.2
39,223.0,11219.0,-56.5,-71.8,13.0,0.01,290.0,59.0,332.7,332.7,332.7
40,212.0,11542.0,-58.3,-73.3,13.0,0.01,290.0,72.0,334.7,334.7,334.7
41,205.0,11754.0,-57.1,-74.5,9.0,0.01,290.0,80.0,339.7,339.7,339.7
42,200.0,11910.0,-56.3,-75.3,7.0,0.01,290.0,80.0,343.4,343.5,343.4
43,190.0,12235.0,-56.0,-77.6,5.0,0.01,290.0,71.0,349.0,349.0,349.0
44,181.0,12543.0,-55.7,-79.7,3.0,0.0,289.0,76.0,354.4,354.4,354.4
45,150.0,13730.0,-58.1,-86.1,2.0,0.0,285.0,94.0,369.8,369.8,369.8
46,145.0,13941.0,-58.8,-86.4,2.0,0.0,285.0,96.0,372.1,372.1,372.1
47,120.0,15119.0,-62.9,-87.9,2.0,0.0,385.3,385.3,385.3,,
