,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1010.0,35.0,14.6,11.4,81.0,8.45,205.0,6.0,286.9,310.7,288.4
1,1000.0,116.0,13.4,10.1,80.0,7.81,210.0,5.0,286.6,308.6,287.9
2,970.0,370.0,11.4,8.2,81.0,7.09,235.0,11.0,287.1,307.2,288.3
3,950.0,544.0,10.1,6.9,81.0,6.63,265.0,11.0,287.4,306.3,288.6
4,925.0,767.0,8.4,5.3,81.0,6.07,280.0,8.0,287.9,305.3,288.9
5,889.0,1094.0,5.6,4.3,91.0,5.89,276.0,10.0,288.3,305.2,289.3
6,879.0,1187.0,4.9,3.3,89.0,5.53,275.0,10.0,288.4,304.4,289.4
7,865.0,1318.0,3.8,1.8,87.0,5.06,290.0,10.0,288.7,303.3,289.6
8,856.0,1403.0,3.6,1.1,84.0,4.88,300.0,10.0,289.3,303.5,290.1
9,850.0,1460.0,3.4,0.7,82.0,4.76,310.0,8.0,289.7,303.6,290.5
10,783.0,2114.0,-0.6,-3.7,79.0,3.74,310.0,13.0,292.3,303.5,293.0
11,768.0,2268.0,-1.5,-4.7,79.0,3.52,325.0,10.0,292.9,303.5,293.6
12,756.0,2394.0,-2.3,-5.6,78.0,3.36,315.0,11.0,293.4,303.6,294.0
13,712.0,2872.0,-5.2,-8.8,76.0,2.78,320.0,14.0,295.3,303.9,295.8
14,701.0,2996.0,-5.9,-9.6,75.0,2.65,311.0,14.0,295.8,304.0,296.3
15,700.0,3007.0,-5.9,-9.9,73.0,2.59,310.0,14.0,295.9,303.9,296.4
16,691.0,3108.0,-6.6,-10.1,76.0,2.58,305.0,15.0,296.2,304.2,296.6
17,676.0,3280.0,-7.9,-10.5,82.0,2.55,309.0,14.0,296.6,304.6,297.1
18,650.0,3583.0,-9.9,-14.9,67.0,1.86,315.0,13.0,297.7,303.6,298.1
19,631.0,3812.0,-11.4,-18.2,57.0,1.46,290.0,10.0,298.5,303.2,298.8
20,618.0,3973.0,-12.5,-20.5,51.0,1.22,298.0,12.0,299.1,303.1,299.3
