,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1011.0,35.0,9.8,5.0,72.0,5.44,20.0,8.0,282.1,297.3,283.0
1,1010.0,43.0,9.7,4.8,71.0,5.37,20.0,6.0,282.1,297.1,283.0
2,1000.0,124.0,8.8,2.8,66.0,4.7,25.0,11.0,281.9,295.2,282.8
3,991.0,198.0,8.2,2.5,67.0,4.66,35.0,12.0,282.1,295.2,282.9
4,925.0,763.0,3.6,0.5,80.0,4.31,10.0,12.0,283.0,295.3,283.7
5,919.0,815.0,3.2,0.3,81.0,4.29,0.0,10.0,283.1,295.4,283.9
6,850.0,1445.0,-1.1,-1.4,98.0,4.08,25.0,9.0,285.0,296.7,285.7
7,837.0,1568.0,-1.9,-1.9,100.0,3.99,9.0,10.0,285.4,296.9,286.1
8,830.0,1634.0,-2.3,-2.3,100.0,3.9,0.0,10.0,285.6,296.9,286.3
9,814.0,1786.0,-3.4,-3.4,100.0,3.68,335.0,10.0,286.1,296.9,286.8
10,767.0,2253.0,-6.5,-6.5,100.0,3.09,320.0,15.0,287.7,296.8,288.2
11,746.0,2471.0,-7.9,-7.9,100.0,2.84,335.0,19.0,288.4,296.9,288.9
12,729.0,2652.0,-9.1,-9.1,100.0,2.65,326.0,20.0,289.0,296.9,289.5
13,718.0,2769.0,-9.7,-9.7,100.0,2.56,320.0,21.0,289.6,297.3,290.1
14,700.0,2965.0,-10.7,-10.8,99.0,2.41,290.0,24.0,290.6,297.9,291.0
15,692.0,3053.0,-11.0,-11.2,99.0,2.36,280.0,26.0,291.2,298.4,291.6
16,686.0,3120.0,-11.3,-11.5,98.0,2.32,281.0,26.0,291.6,298.7,292.0
17,658.0,3438.0,-13.3,-17.8,69.0,1.44,287.0,29.0,292.9,297.4,293.1
18,643.0,3612.0,-14.5,-18.7,71.0,1.37,290.0,30.0,293.4,297.7,293.6
19,611.0,3998.0,-17.3,-20.6,75.0,1.22,282.0,32.0,294.5,298.4,294.7
20,583.0,4348.0,-18.7,-23.4,66.0,1.0,274.0,34.0,296.9,300.1,297.0
21,538.0,4940.0,-23.7,-27.0,74.0,0.78,261.0,38.0,297.8,300.4,297.9
22,520.0,5186.0,-25.7,-30.8,62.0,0.57,255.0,39.0,298.3,300.2,298.4
23,501.0,5456.0,-27.9,-34.9,51.0,0.4,255.0,35.0,298.8,300.2,298.9
24,500.0,5470.0,-27.9,-35.9,46.0,0.36,255.0,35.0,299.0,300.2,299.0
