,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
0,1023.0,35.0,15.6,4.6,48.0,5.22,335.0,7.0,286.9,301.9,287.8
1,1000.0,223.0,12.8,1.8,47.0,4.38,350.0,7.0,285.9,298.6,286.7
2,971.0,469.0,10.2,2.2,58.0,4.64,3.0,8.0,285.7,299.1,286.5
3,926.0,862.0,6.9,-1.1,57.0,3.82,25.0,10.0,286.2,297.4,286.9
4,925.0,871.0,6.8,-1.2,57.0,3.8,25.0,10.0,286.3,297.3,286.9
5,908.0,1023.0,5.0,0.0,70.0,4.23,58.0,10.0,285.9,298.1,286.7
6,907.0,1032.0,5.0,-1.0,65.0,3.94,60.0,10.0,286.0,297.5,286.7
7,897.0,1122.0,5.2,-10.8,30.0,1.88,45.0,9.0,287.1,292.9,287.5
8,894.0,1150.0,4.8,-7.2,41.0,2.5,40.0,8.0,287.0,294.5,287.4
9,887.0,1214.0,6.0,-30.0,5.0,0.36,29.0,7.0,288.9,290.1,288.9
10,881.0,1269.0,6.2,-26.8,7.0,0.49,20.0,6.0,289.6,291.3,289.7
11,850.0,1561.0,4.2,-25.8,9.0,0.55,330.0,2.0,290.5,292.4,290.6
12,843.0,1627.0,3.9,-26.5,9.0,0.53,35.0,1.0,290.9,292.6,291.0
13,700.0,3118.0,-3.3,-41.3,3.0,0.15,290.0,9.0,298.8,299.4,298.8
14,688.0,3254.0,-3.9,-41.6,3.0,0.14,280.0,10.0,299.6,300.1,299.6
15,653.0,3665.0,-5.7,-42.7,4.0,0.14,297.0,14.0,302.1,302.6,302.1
16,648.0,3724.0,-6.2,-42.2,4.0,0.15,300.0,15.0,302.2,302.8,302.2
17,578.0,4608.0,-13.1,-34.1,15.0,0.37,293.0,21.0,304.1,305.5,304.2
18,507.0,5596.0,-18.3,-31.6,30.0,0.54,285.0,27.0,309.4,311.3,309.5
19,505.0,5626.0,-18.5,-31.5,31.0,0.55,285.0,28.0,309.5,311.5,309.6
20,500.0,5700.0,-18.9,-31.9,31.0,0.53,285.0,31.0,309.9,311.8,310.0
21,480.0,6004.0,-19.7,-46.7,7.0,0.12,285.0,36.0,312.6,313.1,312.6
22,428.0,6844.0,-26.9,-41.9,23.0,0.23,285.0,51.0,313.8,314.7,313.9
23,400.0,7330.0,-29.5,-48.5,14.0,0.12,285.0,59.0,316.6,317.0,316.6
24,370.0,7879.0,-33.9,-57.3,8.0,0.04,280.0,60.0,317.9,318.1,317.9
25,366.0,7956.0,-34.5,-58.5,7.0,0.04,280.0,62.0,318.0,318.2,318.1
26,325.0,8775.0,-39.5,-57.5,13.0,0.05,283.0,88.0,322.1,322.3,322.1
27,320.0,8881.0,-39.1,-61.1,8.0,0.03,284.0,92.0,324.1,324.2,324.1
28,301.0,9297.0,-41.6,-56.9,17.0,0.06,285.0,105.0,326.4,326.6,326.4
29,300.0,9320.0,-41.7,-56.7,18.0,0.06,285.0,106.0,326.5,326.7,326.5
30,271.0,9995.0,-47.3,-59.4,24.0,0.05,285.0,108.0,328.0,328.2,328.0
31,252.0,10478.0,-51.3,-61.3,29.0,0.04,285.0,109.0,328.9,329.1,328.9
32,250.0,10530.0,-51.5,-60.5,33.0,0.04,285.0,109.0,329.4,329.6,329.4
33,226.0,11179.0,-55.2,-64.9,29.0,0.03,280.0,127.0,333.4,333.5,333.4
34,218.0,11411.0,-56.5,-66.5,27.0,0.02,281.0,124.0,334.8,334.9,334.8
35,208.0,11710.0,-55.3,-73.3,9.0,0.01,283.0,120.0,341.2,341.2,341.2
36,200.0,11960.0,-57.5,-73.5,11.0,0.01,285.0,116.0,341.6,341.6,341.6
37,192.0,12213.0,-58.3,-75.3,10.0,0.01,290.0,111.0,344.3,344.3,344.3
38,173.0,12857.0,-60.3,-79.8,6.0,0.0,275.0,96.0,351.3,351.4,351.3
39,150.0,13740.0,-63.1,-86.1,3.0,0.0,270.0,105.0,361.2,361.2,361.2
40,149.0,13781.0,-63.3,-86.3,3.0,0.0,270.0,107.0,361.5,361.5,361.5
41,146.0,13906.0,-64.1,-86.1,4.0,0.0,270.0,112.0,362.2,362.3,362.2
42,137.0,14298.0,-62.1,-87.1,2.0,0.0,281.0,101.0,372.4,372.4,372.4
43,134.0,14433.0,-63.0,-87.2,2.0,0.0,285.0,97.0,373.2,373.2,373.2
44,122.0,15008.0,-66.7,-87.7,4.0,0.0,277.0,85.0,376.6,376.6,376.6
45,112.0,15532.0,-62.6,-88.9,2.0,0.0,270.0,74.0,393.6,393.6,393.6
46,109.0,15699.0,-61.3,-89.3,1.0,0.0,275.0,69.0,399.1,399.1,399.1
47,100.0,16230.0,-64.3,-88.3,2.0,0.0,290.0,55.0,403.2,403.2,403.2
48,96.3,16459.0,-66.3,-89.3,3.0,0.0,290.0,48.0,403.7,403.7,403.7
49,96.0,290.0,47.0,,,,,,,,
